date_kst,time_kst,home_team,away_team,home_score,away_score,venue,weather,temp,status
2025-06-08,05:10,Cincinnati Reds,Arizona Diamondbacks,13,1,Great American Ball Park,Partly Cloudy,77,Final
2025-06-08,05:10,Cleveland Guardians,Houston Astros,3,5,Progressive Field,Partly Cloudy,68,Final
2025-06-08,05:10,Chicago White Sox,Kansas City Royals,4,1,Rate Field,Partly Cloudy,72,Final
2025-06-08,05:10,Tampa Bay Rays,Miami Marlins,10,11,George M. Steinbrenner Field,Partly Cloudy,89,Final
2025-06-08,08:35,New York Yankees,Boston Red Sox,7,10,Yankee Stadium,Partly Cloudy,73,Final
2025-06-08,08:35,Milwaukee Brewers,San Diego Padres,4,3,American Family Field,Cloudy,69,Final
2025-06-08,10:38,Los Angeles Angels,Seattle Mariners,8,6,Angel Stadium,Clear,72,Final
2025-06-08,10:40,Colorado Rockies,New York Mets,1,8,Coors Field,Clear,81,Final
2025-06-08,11:05,Athletics,Baltimore Orioles,4,7,Sutter Health Park,Partly Cloudy,83,Final
2025-06-09,01:10,Tampa Bay Rays,Miami Marlins,3,2,George M. Steinbrenner Field,Partly Cloudy,89,Final
2025-06-09,02:05,Milwaukee Brewers,San Diego Padres,0,1,American Family Field,Partly Cloudy,77,Final
2025-06-09,02:35,Washington Nationals,Texas Rangers,2,4,Nationals Park,Overcast,72,Final
2025-06-09,02:35,Pittsburgh Pirates,Philadelphia Phillies,2,1,PNC Park,Overcast,64,Final
2025-06-09,02:40,Cincinnati Reds,Arizona Diamondbacks,4,2,Great American Ball Park,Overcast,72,Final
2025-06-09,02:40,Detroit Tigers,Chicago Cubs,4,0,Comerica Park,Partly Cloudy,71,Final
2025-06-09,02:40,Cleveland Guardians,Houston Astros,4,2,Progressive Field,Cloudy,69,Final
2025-06-09,03:10,Minnesota Twins,Toronto Blue Jays,6,3,Target Field,Partly Cloudy,70,Final
2025-06-09,03:10,Chicago White Sox,Kansas City Royals,5,7,Rate Field,Partly Cloudy,78,Final
2025-06-09,03:15,St. Louis Cardinals,Los Angeles Dodgers,3,7,Busch Stadium,Sunny,78,Final
2025-06-09,04:10,Colorado Rockies,New York Mets,5,13,Coors Field,Cloudy,67,Final
2025-06-09,05:05,Athletics,Baltimore Orioles,5,1,Sutter Health Park,Sunny,82,Final
2025-06-09,05:05,San Francisco Giants,Atlanta Braves,4,3,Oracle Park,Partly Cloudy,60,Final
2025-06-09,05:07,Los Angeles Angels,Seattle Mariners,2,3,Angel Stadium,Sunny,75,Final
2025-06-09,08:10,New York Yankees,Boston Red Sox,7,11,Yankee Stadium,Cloudy,68,Final
2025-06-10,07:40,Cleveland Guardians,Cincinnati Reds,4,7,Progressive Field,Partly Cloudy,71,Final
2025-06-10,07:40,Pittsburgh Pirates,Miami Marlins,10,3,PNC Park,Cloudy,73,Final
2025-06-10,07:45,Philadelphia Phillies,Chicago Cubs,4,3,Citizens Bank Park,Cloudy,71,Final
2025-06-10,08:10,Boston Red Sox,Tampa Bay Rays,8,10,Fenway Park,Overcast,61,Final
2025-06-10,08:40,Milwaukee Brewers,Atlanta Braves,1,7,American Family Field,Roof Closed,70,Final
2025-06-10,08:45,St. Louis Cardinals,Toronto Blue Jays,4,5,Busch Stadium,Partly Cloudy,76,Final
2025-06-10,10:38,Los Angeles Angels,Athletics,7,4,Angel Stadium,Clear,70,Final
2025-06-10,10:40,San Diego Padres,Los Angeles Dodgers,7,8,Petco Park,Partly Cloudy,65,Final
2025-06-10,10:40,Arizona Diamondbacks,Seattle Mariners,8,4,Chase Field,Roof Closed,78,Final
2025-06-11,07:35,Baltimore Orioles,Detroit Tigers,3,5,Oriole Park at Camden Yards,Partly Cloudy,81,Final
2025-06-11,07:40,Cleveland Guardians,Cincinnati Reds,0,1,Progressive Field,Cloudy,72,Final
2025-06-11,07:40,Pittsburgh Pirates,Miami Marlins,2,3,PNC Park,Clear,74,Final
2025-06-11,07:45,Philadelphia Phillies,Chicago Cubs,4,8,Citizens Bank Park,Partly Cloudy,77,Final
2025-06-11,08:10,New York Mets,Washington Nationals,5,4,Citi Field,Partly Cloudy,73,Final
2025-06-11,08:10,Boston Red Sox,Tampa Bay Rays,3,1,Fenway Park,Overcast,59,Final
2025-06-11,08:40,Minnesota Twins,Texas Rangers,4,16,Target Field,Partly Cloudy,81,Final
2025-06-11,08:40,Kansas City Royals,New York Yankees,2,10,Kauffman Stadium,Clear,84,Final
2025-06-11,08:40,Milwaukee Brewers,Atlanta Braves,4,1,American Family Field,Partly Cloudy,69,Final
2025-06-11,08:45,St. Louis Cardinals,Toronto Blue Jays,9,10,Busch Stadium,Clear,79,Final
2025-06-11,09:10,Houston Astros,Chicago White Sox,2,4,Daikin Park,Roof Closed,73,Final
2025-06-11,09:40,Colorado Rockies,San Francisco Giants,5,6,Coors Field,Cloudy,84,Final
2025-06-11,10:38,Los Angeles Angels,Athletics,2,1,Angel Stadium,Clear,73,Final
2025-06-11,10:40,San Diego Padres,Los Angeles Dodgers,11,1,Petco Park,Cloudy,65,Final
2025-06-11,10:40,Arizona Diamondbacks,Seattle Mariners,10,3,Chase Field,Roof Closed,78,Final
2025-06-12,01:35,Pittsburgh Pirates,Miami Marlins,5,2,PNC Park,Sunny,73,Final
2025-06-12,02:05,Philadelphia Phillies,Chicago Cubs,7,2,Citizens Bank Park,Sunny,81,Final
2025-06-12,02:10,Cleveland Guardians,Cincinnati Reds,11,2,Progressive Field,Sunny,77,Final
2025-06-12,03:10,Milwaukee Brewers,Atlanta Braves,2,6,American Family Field,Cloudy,83,Final
2025-06-12,03:15,St. Louis Cardinals,Toronto Blue Jays,2,5,Busch Stadium,Partly Cloudy,83,Final
2025-06-12,04:40,Arizona Diamondbacks,Seattle Mariners,5,2,Chase Field,Roof Closed,78,Final
2025-06-12,05:07,Los Angeles Angels,Athletics,6,5,Angel Stadium,Sunny,78,Final
2025-06-12,05:10,San Diego Padres,Los Angeles Dodgers,2,5,Petco Park,Partly Cloudy,66,Final
2025-06-12,07:35,Baltimore Orioles,Detroit Tigers,10,1,Oriole Park at Camden Yards,Clear,84,Final
2025-06-12,08:10,New York Mets,Washington Nationals,5,0,Citi Field,Clear,81,Final
2025-06-12,08:10,Boston Red Sox,Tampa Bay Rays,4,3,Fenway Park,Partly Cloudy,80,Final
2025-06-12,08:40,Minnesota Twins,Texas Rangers,6,2,Target Field,Partly Cloudy,68,Final
2025-06-12,08:40,Kansas City Royals,New York Yankees,3,6,Kauffman Stadium,Partly Cloudy,86,Final
2025-06-12,09:10,Houston Astros,Chicago White Sox,10,2,Daikin Park,Roof Closed,73,Final
2025-06-12,09:40,Colorado Rockies,San Francisco Giants,7,10,Coors Field,Partly Cloudy,81,Final
2025-06-13,02:10,New York Mets,Washington Nationals,4,3,Citi Field,Sunny,87,Final
2025-06-13,02:10,Minnesota Twins,Texas Rangers,3,16,Target Field,Overcast,68,Final
2025-06-13,04:10,Colorado Rockies,San Francisco Giants,8,7,Coors Field,Partly Cloudy,87,Final
2025-06-13,07:35,Baltimore Orioles,Detroit Tigers,1,4,Oriole Park at Camden Yards,Partly Cloudy,88,Final
2025-06-13,08:40,Kansas City Royals,New York Yankees,0,1,Kauffman Stadium,Cloudy,78,Final
2025-06-13,08:40,Milwaukee Brewers,St. Louis Cardinals,6,0,American Family Field,Roof Closed,72,Final
2025-06-13,09:05,Chicago Cubs,Pittsburgh Pirates,3,2,Wrigley Field,Cloudy,64,Final
2025-06-13,09:10,Houston Astros,Chicago White Sox,4,3,Daikin Park,Roof Closed,73,Final
2025-06-14,03:20,Chicago Cubs,Pittsburgh Pirates,1,2,Wrigley Field,Cloudy,69,Final
2025-06-14,07:45,Philadelphia Phillies,Toronto Blue Jays,8,0,Citizens Bank Park,Partly Cloudy,82,Final
2025-06-14,07:45,Washington Nationals,Miami Marlins,9,11,Nationals Park,Cloudy,86,Final
2025-06-14,08:08,Baltimore Orioles,Los Angeles Angels,2,0,Oriole Park at Camden Yards,Cloudy,86,Final
2025-06-14,08:10,Detroit Tigers,Cincinnati Reds,11,5,Comerica Park,Overcast,68,Final
2025-06-14,08:10,New York Mets,Tampa Bay Rays,5,7,Citi Field,Cloudy,77,Final
2025-06-14,08:10,Boston Red Sox,New York Yankees,2,1,Fenway Park,Clear,65,Final
2025-06-14,08:15,Atlanta Braves,Colorado Rockies,12,4,Truist Park,Partly Cloudy,84,Final
2025-06-14,09:05,Texas Rangers,Chicago White Sox,3,1,Globe Life Field,Roof Closed,74,Final
2025-06-14,09:10,Kansas City Royals,Athletics,4,6,Kauffman Stadium,Cloudy,80,Final
2025-06-14,09:10,Houston Astros,Minnesota Twins,10,3,Daikin Park,Roof Closed,73,Final
2025-06-14,09:10,Milwaukee Brewers,St. Louis Cardinals,3,2,American Family Field,Roof Closed,70,Final
2025-06-14,10:40,Arizona Diamondbacks,San Diego Padres,5,1,Chase Field,Roof Closed,78,Final
2025-06-14,11:10,Seattle Mariners,Cleveland Guardians,7,2,T-Mobile Park,Cloudy,62,Final
2025-06-14,11:10,Los Angeles Dodgers,San Francisco Giants,2,6,Dodger Stadium,Partly Cloudy,70,Final
2025-06-15,02:05,Washington Nationals,Miami Marlins,3,4,Nationals Park,Partly Cloudy,80,Final
2025-06-15,02:10,Detroit Tigers,Cincinnati Reds,1,11,Comerica Park,Partly Cloudy,71,Final
2025-06-15,03:20,Chicago Cubs,Pittsburgh Pirates,2,1,Wrigley Field,Cloudy,64,Final
2025-06-15,05:05,Baltimore Orioles,Los Angeles Angels,6,5,Oriole Park at Camden Yards,Overcast,83,Final
2025-06-15,05:05,Philadelphia Phillies,Toronto Blue Jays,3,2,Citizens Bank Park,Overcast,65,Final
2025-06-15,05:05,Texas Rangers,Chicago White Sox,5,4,Globe Life Field,Roof Closed,74,Final
2025-06-15,05:10,Kansas City Royals,Athletics,0,4,Kauffman Stadium,Partly Cloudy,86,Final
2025-06-15,05:10,New York Mets,Tampa Bay Rays,4,8,Citi Field,Cloudy,64,Final
2025-06-15,05:10,Houston Astros,Minnesota Twins,3,2,Daikin Park,Roof Closed,73,Final
2025-06-15,05:10,Atlanta Braves,Colorado Rockies,4,1,Truist Park,Overcast,86,Final
2025-06-15,05:10,Milwaukee Brewers,St. Louis Cardinals,5,8,American Family Field,Sunny,67,Final
2025-06-15,08:15,Arizona Diamondbacks,San Diego Padres,8,7,Chase Field,Roof Closed,78,Final
2025-06-15,08:15,Boston Red Sox,New York Yankees,4,3,Fenway Park,Cloudy,61,Final
2025-06-15,10:40,Seattle Mariners,Cleveland Guardians,4,3,T-Mobile Park,Partly Cloudy,67,Final
2025-06-15,11:10,Los Angeles Dodgers,San Francisco Giants,11,5,Dodger Stadium,Partly Cloudy,72,Final
2025-06-16,01:05,Detroit Tigers,Cincinnati Reds,4,8,Comerica Park,Sunny,75,Final
2025-06-16,02:35,Baltimore Orioles,Los Angeles Angels,11,2,Oriole Park at Camden Yards,Cloudy,68,Final
2025-06-16,02:35,Philadelphia Phillies,Toronto Blue Jays,11,4,Citizens Bank Park,Cloudy,62,Final
2025-06-16,02:35,Atlanta Braves,Colorado Rockies,1,10,Truist Park,Partly Cloudy,81,Final
2025-06-16,02:35,Washington Nationals,Miami Marlins,1,3,Nationals Park,Cloudy,65,Final
2025-06-16,02:35,Boston Red Sox,New York Yankees,2,0,Fenway Park,Partly Cloudy,64,Final
2025-06-16,02:40,New York Mets,Tampa Bay Rays,0,9,Citi Field,Cloudy,62,Final
2025-06-16,03:10,Kansas City Royals,Athletics,2,3,Kauffman Stadium,Partly Cloudy,83,Final
2025-06-16,03:10,Houston Astros,Minnesota Twins,2,1,Daikin Park,Roof Closed,73,Final
2025-06-16,03:10,Milwaukee Brewers,St. Louis Cardinals,3,2,American Family Field,Partly Cloudy,70,Final
2025-06-16,03:20,Chicago Cubs,Pittsburgh Pirates,3,2,Wrigley Field,Partly Cloudy,75,Final
2025-06-16,03:35,Texas Rangers,Chicago White Sox,2,1,Globe Life Field,Roof Closed,74,Final
2025-06-16,05:10,Arizona Diamondbacks,San Diego Padres,2,8,Chase Field,Roof Closed,78,Final
2025-06-16,05:10,Seattle Mariners,Cleveland Guardians,6,0,T-Mobile Park,Partly Cloudy,65,Final
2025-06-16,08:10,Los Angeles Dodgers,San Francisco Giants,5,4,Dodger Stadium,Sunny,81,Final
2025-06-17,07:40,Miami Marlins,Philadelphia Phillies,2,5,loanDepot park,Roof Closed,72,Final
2025-06-17,07:45,Washington Nationals,Colorado Rockies,4,6,Nationals Park,Cloudy,66,Final
2025-06-17,08:05,New York Yankees,Los Angeles Angels,0,1,Yankee Stadium,Cloudy,68,Final
2025-06-17,08:35,Tampa Bay Rays,Baltimore Orioles,7,1,George M. Steinbrenner Field,Partly Cloudy,89,Final
2025-06-17,10:40,Seattle Mariners,Boston Red Sox,0,2,T-Mobile Park,Clear,69,Final
2025-06-17,11:05,Athletics,Houston Astros,3,1,Sutter Health Park,Clear,82,Final
2025-06-17,11:10,Los Angeles Dodgers,San Diego Padres,6,3,Dodger Stadium,Clear,77,Final
2025-06-18,07:10,Miami Marlins,Philadelphia Phillies,8,3,loanDepot park,Roof Closed,72,Final
2025-06-18,07:40,Detroit Tigers,Pittsburgh Pirates,7,3,Comerica Park,Clear,83,Final
2025-06-18,07:45,Washington Nationals,Colorado Rockies,6,10,Nationals Park,Partly Cloudy,80,Final
2025-06-18,08:05,New York Yankees,Los Angeles Angels,0,4,Yankee Stadium,Overcast,67,Final
2025-06-18,08:07,Toronto Blue Jays,Arizona Diamondbacks,5,4,Rogers Centre,Clear,69,Final
2025-06-18,08:10,Cincinnati Reds,Minnesota Twins,6,5,Great American Ball Park,Overcast,77,Final
2025-06-18,08:15,Atlanta Braves,New York Mets,5,4,Truist Park,Cloudy,72,Final
2025-06-18,08:35,Tampa Bay Rays,Baltimore Orioles,1,5,George M. Steinbrenner Field,Partly Cloudy,87,Final
2025-06-18,08:40,Chicago White Sox,St. Louis Cardinals,2,12,Rate Field,Partly Cloudy,85,Final
2025-06-18,09:05,Texas Rangers,Kansas City Royals,1,6,Globe Life Field,Roof Closed,74,Final
2025-06-18,09:05,Chicago Cubs,Milwaukee Brewers,5,3,Wrigley Field,Partly Cloudy,90,Final
2025-06-18,10:40,Seattle Mariners,Boston Red Sox,8,0,T-Mobile Park,Partly Cloudy,73,Final
2025-06-18,10:45,San Francisco Giants,Cleveland Guardians,2,3,Oracle Park,Clear,63,Final
2025-06-18,11:05,Athletics,Houston Astros,3,13,Sutter Health Park,Clear,89,Final
2025-06-18,11:10,Los Angeles Dodgers,San Diego Padres,8,6,Dodger Stadium,Clear,81,Final
2025-06-19,05:10,Seattle Mariners,Boston Red Sox,1,3,T-Mobile Park,Partly Cloudy,70,Final
2025-06-19,07:40,Miami Marlins,Philadelphia Phillies,2,4,loanDepot park,Roof Closed,72,Final
2025-06-19,07:45,Washington Nationals,Colorado Rockies,1,3,Nationals Park,Cloudy,78,Final
2025-06-19,08:05,New York Yankees,Los Angeles Angels,2,3,Yankee Stadium,Overcast,80,Final
2025-06-19,08:07,Toronto Blue Jays,Arizona Diamondbacks,8,1,Rogers Centre,Roof Closed,68,Final
2025-06-19,08:10,Cincinnati Reds,Minnesota Twins,4,2,Great American Ball Park,Overcast,75,Final
2025-06-19,08:15,Atlanta Braves,New York Mets,5,0,Truist Park,Partly Cloudy,77,Final
2025-06-19,08:35,Tampa Bay Rays,Baltimore Orioles,12,8,George M. Steinbrenner Field,Partly Cloudy,87,Final
2025-06-19,09:05,Texas Rangers,Kansas City Royals,3,6,Globe Life Field,Roof Closed,74,Final
2025-06-19,10:45,San Francisco Giants,Cleveland Guardians,2,4,Oracle Park,Clear,69,Final
2025-06-19,11:05,Athletics,Houston Astros,4,11,Sutter Health Park,Clear,95,Final
2025-06-19,11:10,Los Angeles Dodgers,San Diego Padres,4,3,Dodger Stadium,Clear,77,Final
2025-06-19,07:40,Detroit Tigers,Pittsburgh Pirates,0,0,Comerica Park,Clear,71,Final
2025-06-19,08:40,Chicago White Sox,St. Louis Cardinals,0,0,Rate Field,Partly Cloudy,79,Final
2025-06-19,09:05,Chicago Cubs,Milwaukee Brewers,0,0,Wrigley Field,Partly Cloudy,79,Final
2025-06-20,01:40,Cincinnati Reds,Minnesota Twins,5,12,Great American Ball Park,Partly Cloudy,75,Final
2025-06-20,02:05,Washington Nationals,Colorado Rockies,4,3,Nationals Park,Cloudy,90,Final
2025-06-20,02:05,New York Yankees,Los Angeles Angels,7,3,Yankee Stadium,Partly Cloudy,89,Final
2025-06-20,02:10,Detroit Tigers,Pittsburgh Pirates,9,2,Comerica Park,Cloudy,64,Final
2025-06-20,07:10,Detroit Tigers,Pittsburgh Pirates,4,8,Comerica Park,Clear,71,Final
2025-06-20,03:10,Chicago White Sox,St. Louis Cardinals,4,5,Rate Field,Partly Cloudy,76,Final
2025-06-20,03:15,Chicago White Sox,St. Louis Cardinals,6,8,Rate Field,Partly Cloudy,79,Final
2025-06-20,03:20,Chicago Cubs,Milwaukee Brewers,7,8,Wrigley Field,Sunny,79,Final
2025-06-20,03:35,Texas Rangers,Kansas City Royals,1,4,Globe Life Field,Roof Closed,74,Final
2025-06-20,04:07,Toronto Blue Jays,Arizona Diamondbacks,5,9,Rogers Centre,Cloudy,74,Final
2025-06-20,05:05,San Francisco Giants,Cleveland Guardians,2,1,Oracle Park,Sunny,61,Final
2025-06-20,07:40,Miami Marlins,Philadelphia Phillies,1,2,loanDepot park,Roof Closed,72,Final
2025-06-20,08:15,Atlanta Braves,New York Mets,7,1,Truist Park,Partly Cloudy,82,Final
2025-06-20,08:35,Tampa Bay Rays,Baltimore Orioles,1,4,George M. Steinbrenner Field,Cloudy,82,Final
2025-06-20,11:05,Athletics,Houston Astros,6,4,Sutter Health Park,Clear,77,Final
2025-06-20,11:10,Los Angeles Dodgers,San Diego Padres,3,5,Dodger Stadium,Clear,70,Final
2025-06-21,03:20,Chicago Cubs,Seattle Mariners,4,9,Wrigley Field,Partly Cloudy,82,Final
2025-06-21,07:40,Pittsburgh Pirates,Texas Rangers,2,6,PNC Park,Cloudy,78,Final
2025-06-21,08:05,Tampa Bay Rays,Detroit Tigers,14,8,George M. Steinbrenner Field,Rain,77,Final
2025-06-21,08:05,New York Yankees,Baltimore Orioles,3,5,Yankee Stadium,Partly Cloudy,82,Final
2025-06-21,08:07,Toronto Blue Jays,Chicago White Sox,1,7,Rogers Centre,Cloudy,69,Final
2025-06-21,08:10,Miami Marlins,Atlanta Braves,6,2,loanDepot park,Roof Closed,72,Final
2025-06-21,08:15,St. Louis Cardinals,Cincinnati Reds,6,1,Busch Stadium,Clear,89,Final
2025-06-21,08:15,Philadelphia Phillies,New York Mets,10,2,Citizens Bank Park,Partly Cloudy,84,Final
2025-06-21,09:10,Minnesota Twins,Milwaukee Brewers,6,17,Target Field,Partly Cloudy,85,Final
2025-06-21,09:40,Colorado Rockies,Arizona Diamondbacks,8,14,Coors Field,Clear,98,Final
2025-06-21,10:38,Los Angeles Angels,Houston Astros,2,3,Angel Stadium,Clear,71,Final
2025-06-21,10:40,San Diego Padres,Kansas City Royals,5,6,Petco Park,Partly Cloudy,67,Final
2025-06-21,11:05,Athletics,Cleveland Guardians,5,1,Sutter Health Park,Clear,75,Final
2025-06-21,11:10,Los Angeles Dodgers,Washington Nationals,6,5,Dodger Stadium,Clear,69,Final
2025-06-21,11:15,San Francisco Giants,Boston Red Sox,5,7,Oracle Park,Partly Cloudy,61,Final
2025-06-22,01:10,Tampa Bay Rays,Detroit Tigers,8,3,George M. Steinbrenner Field,Partly Cloudy,87,Final
2025-06-22,02:05,New York Yankees,Baltimore Orioles,9,0,Yankee Stadium,Sunny,86,Final
2025-06-22,03:10,Minnesota Twins,Milwaukee Brewers,0,9,Target Field,Partly Cloudy,89,Final
2025-06-22,03:15,St. Louis Cardinals,Cincinnati Reds,6,5,Busch Stadium,Sunny,92,Final
2025-06-22,03:20,Chicago Cubs,Seattle Mariners,10,7,Wrigley Field,Sunny,94,Final
2025-06-22,04:07,Toronto Blue Jays,Chicago White Sox,7,1,Rogers Centre,Roof Closed,68,Final
2025-06-22,05:05,San Francisco Giants,Boston Red Sox,3,2,Oracle Park,Sunny,67,Final
2025-06-22,05:05,Pittsburgh Pirates,Texas Rangers,2,3,PNC Park,Partly Cloudy,85,Final
2025-06-22,05:10,Miami Marlins,Atlanta Braves,0,7,loanDepot park,Roof Closed,72,Final
2025-06-22,08:15,San Diego Padres,Kansas City Royals,5,1,Petco Park,Cloudy,66,Final
2025-06-22,08:15,Philadelphia Phillies,New York Mets,4,11,Citizens Bank Park,Partly Cloudy,88,Final
2025-06-22,10:10,Colorado Rockies,Arizona Diamondbacks,3,5,Coors Field,Clear,98,Final
2025-06-22,10:38,Los Angeles Angels,Houston Astros,9,1,Angel Stadium,Clear,72,Final
2025-06-22,11:05,Athletics,Cleveland Guardians,2,4,Sutter Health Park,Clear,79,Final
2025-06-22,11:10,Los Angeles Dodgers,Washington Nationals,3,7,Dodger Stadium,Clear,69,Final
2025-06-23,00:35,New York Yankees,Baltimore Orioles,4,2,Yankee Stadium,Partly Cloudy,74,Final
2025-06-23,01:10,Tampa Bay Rays,Detroit Tigers,3,9,George M. Steinbrenner Field,Sunny,89,Final
2025-06-23,02:35,Pittsburgh Pirates,Texas Rangers,8,3,PNC Park,Sunny,91,Final
2025-06-23,02:37,Toronto Blue Jays,Chicago White Sox,2,4,Rogers Centre,Roof Closed,68,Final
2025-06-23,02:40,Miami Marlins,Atlanta Braves,5,3,loanDepot park,Roof Closed,72,Final
2025-06-23,03:10,Minnesota Twins,Milwaukee Brewers,8,9,Target Field,Partly Cloudy,92,Final
2025-06-23,03:15,St. Louis Cardinals,Cincinnati Reds,1,4,Busch Stadium,Sunny,93,Final
2025-06-23,03:20,Chicago Cubs,Seattle Mariners,6,14,Wrigley Field,Sunny,92,Final
2025-06-23,04:10,Colorado Rockies,Arizona Diamondbacks,4,2,Coors Field,Sunny,89,Final
2025-06-23,05:05,Athletics,Cleveland Guardians,0,3,Sutter Health Park,Sunny,77,Final
2025-06-23,05:05,San Francisco Giants,Boston Red Sox,9,5,Oracle Park,Sunny,69,Final
2025-06-23,05:07,Los Angeles Angels,Houston Astros,7,8,Angel Stadium,Sunny,77,Final
2025-06-23,05:10,Los Angeles Dodgers,Washington Nationals,13,7,Dodger Stadium,Sunny,77,Final
2025-06-23,05:10,San Diego Padres,Kansas City Royals,3,2,Petco Park,Sunny,70,Final
2025-06-23,08:10,Philadelphia Phillies,New York Mets,7,1,Citizens Bank Park,Clear,87,Final
2025-06-24,07:35,Baltimore Orioles,Texas Rangers,6,0,Oriole Park at Camden Yards,Clear,100,Final
2025-06-24,08:10,New York Mets,Atlanta Braves,2,3,Citi Field,Partly Cloudy,87,Final
2025-06-24,08:10,Cincinnati Reds,New York Yankees,6,1,Great American Ball Park,Clear,92,Final
2025-06-24,08:40,Minnesota Twins,Seattle Mariners,2,11,Target Field,Clear,80,Final
2025-06-24,08:40,Chicago White Sox,Arizona Diamondbacks,0,10,Rate Field,Clear,93,Final
2025-06-24,08:40,Milwaukee Brewers,Pittsburgh Pirates,4,5,American Family Field,Clear,91,Final
2025-06-24,08:45,St. Louis Cardinals,Chicago Cubs,8,2,Busch Stadium,Clear,94,Final
2025-06-24,10:38,Los Angeles Angels,Boston Red Sox,9,5,Angel Stadium,Clear,70,Final
2025-06-24,10:40,San Diego Padres,Washington Nationals,6,10,Petco Park,Partly Cloudy,64,Final
2025-06-25,07:35,Baltimore Orioles,Texas Rangers,5,6,Oriole Park at Camden Yards,Clear,100,Final
2025-06-25,07:40,Detroit Tigers,Athletics,11,4,Comerica Park,Cloudy,84,Final
2025-06-25,07:40,Cleveland Guardians,Toronto Blue Jays,6,10,Progressive Field,Partly Cloudy,90,Final
2025-06-25,08:10,New York Mets,Atlanta Braves,4,7,Citi Field,Clear,97,Final
2025-06-25,08:10,Cincinnati Reds,New York Yankees,5,4,Great American Ball Park,Clear,91,Final
2025-06-25,08:40,Kansas City Royals,Tampa Bay Rays,1,5,Kauffman Stadium,Clear,90,Final
2025-06-25,08:40,Minnesota Twins,Seattle Mariners,5,6,Target Field,Partly Cloudy,80,Final
2025-06-25,08:40,Chicago White Sox,Arizona Diamondbacks,1,4,Rate Field,Partly Cloudy,79,Final
2025-06-25,08:40,Milwaukee Brewers,Pittsburgh Pirates,9,3,American Family Field,Roof Closed,82,Final
2025-06-25,08:45,St. Louis Cardinals,Chicago Cubs,8,7,Busch Stadium,Partly Cloudy,93,Final
2025-06-25,09:10,Houston Astros,Philadelphia Phillies,1,0,Daikin Park,Roof Closed,73,Final
2025-06-25,09:40,Colorado Rockies,Los Angeles Dodgers,7,9,Coors Field,Cloudy,70,Final
2025-06-25,10:38,Los Angeles Angels,Boston Red Sox,3,2,Angel Stadium,Clear,73,Final
2025-06-25,10:40,San Diego Padres,Washington Nationals,4,3,Petco Park,Clear,67,Final
2025-06-25,10:45,San Francisco Giants,Miami Marlins,2,4,Oracle Park,Partly Cloudy,57,Final
2025-06-26,03:10,Chicago White Sox,Arizona Diamondbacks,7,3,Rate Field,Partly Cloudy,78,Final
2025-06-26,03:10,Milwaukee Brewers,Pittsburgh Pirates,4,2,American Family Field,Overcast,74,Final
2025-06-26,05:07,Los Angeles Angels,Boston Red Sox,5,2,Angel Stadium,Sunny,78,Final
2025-06-26,05:10,San Diego Padres,Washington Nationals,1,0,Petco Park,Sunny,71,Final
2025-06-26,07:35,Baltimore Orioles,Texas Rangers,0,7,Oriole Park at Camden Yards,Partly Cloudy,89,Final
2025-06-26,07:40,Detroit Tigers,Athletics,0,3,Comerica Park,Partly Cloudy,76,Final
2025-06-26,07:40,Cleveland Guardians,Toronto Blue Jays,5,4,Progressive Field,Partly Cloudy,82,Final
2025-06-26,08:10,New York Mets,Atlanta Braves,7,3,Citi Field,Clear,93,Final
2025-06-26,08:10,Cincinnati Reds,New York Yankees,1,7,Great American Ball Park,Partly Cloudy,89,Final
2025-06-26,08:40,Kansas City Royals,Tampa Bay Rays,0,3,Kauffman Stadium,Clear,90,Final
2025-06-26,08:40,Minnesota Twins,Seattle Mariners,2,0,Target Field,Overcast,66,Final
2025-06-26,08:45,St. Louis Cardinals,Chicago Cubs,0,8,Busch Stadium,Partly Cloudy,88,Final
2025-06-26,09:10,Houston Astros,Philadelphia Phillies,2,0,Daikin Park,Roof Closed,73,Final
2025-06-26,09:40,Colorado Rockies,Los Angeles Dodgers,1,8,Coors Field,Partly Cloudy,80,Final
2025-06-26,10:45,San Francisco Giants,Miami Marlins,5,8,Oracle Park,Partly Cloudy,60,Final
2025-06-27,02:10,Detroit Tigers,Athletics,8,0,Comerica Park,Cloudy,88,Final
2025-06-27,02:10,Cleveland Guardians,Toronto Blue Jays,0,6,Progressive Field,Partly Cloudy,85,Final
2025-06-27,02:10,Minnesota Twins,Seattle Mariners,10,1,Target Field,Overcast,63,Final
2025-06-27,03:10,Kansas City Royals,Tampa Bay Rays,0,4,Kauffman Stadium,Partly Cloudy,87,Final
2025-06-27,03:10,Houston Astros,Philadelphia Phillies,2,1,Daikin Park,Roof Closed,73,Final
2025-06-27,03:15,St. Louis Cardinals,Chicago Cubs,0,3,Busch Stadium,Cloudy,89,Final
2025-06-27,04:10,Colorado Rockies,Los Angeles Dodgers,1,3,Coors Field,Partly Cloudy,83,Final
2025-06-27,04:45,San Francisco Giants,Miami Marlins,5,12,Oracle Park,Sunny,63,Final
2025-06-27,08:10,New York Mets,Atlanta Braves,4,0,Citi Field,Cloudy,69,Final
2025-06-28,07:40,Pittsburgh Pirates,New York Mets,9,1,PNC Park,Partly Cloudy,73,Final
