date_kst,time_kst,home_team,away_team,home_score,away_score,venue,weather,temp,status
2025-06-28,08:05,Baltimore Orioles,Tampa Bay Rays,22,8,Oriole Park at Camden Yards,Cloudy,75,Final
2025-06-28,08:05,New York Yankees,Athletics,3,0,Yankee Stadium,Cloudy,71,Final
2025-06-28,08:10,Cincinnati Reds,San Diego Padres,8,1,Great American Ball Park,Partly Cloudy,84,Final
2025-06-28,08:10,Cleveland Guardians,St. Louis Cardinals,0,5,Progressive Field,Cloudy,87,Final
2025-06-28,08:10,Boston Red Sox,Toronto Blue Jays,0,9,Fenway Park,Partly Cloudy,71,Final
2025-06-28,08:10,Detroit Tigers,Minnesota Twins,1,4,Comerica Park,Clear,84,Final
2025-06-28,08:15,Atlanta Braves,Philadelphia Phillies,0,13,Truist Park,Rain,71,Final
2025-06-28,08:40,Chicago White Sox,San Francisco Giants,1,3,Rate Field,Partly Cloudy,87,Final
2025-06-28,09:05,Texas Rangers,Seattle Mariners,6,7,Globe Life Field,Roof Closed,74,Final
2025-06-28,09:10,Houston Astros,Chicago Cubs,7,4,Daikin Park,Roof Closed,73,Final
2025-06-28,09:10,Kansas City Royals,Los Angeles Dodgers,4,5,Kauffman Stadium,Clear,87,Final
2025-06-28,09:10,Milwaukee Brewers,Colorado Rockies,10,6,American Family Field,Partly Cloudy,79,Final
2025-06-28,10:38,Los Angeles Angels,Washington Nationals,9,15,Angel Stadium,Clear,75,Final
2025-06-28,10:40,Arizona Diamondbacks,Miami Marlins,8,9,Chase Field,Roof Closed,76,Final
2025-06-29,02:05,New York Yankees,Athletics,0,7,Yankee Stadium,Partly Cloudy,76,Final
2025-06-29,02:10,Detroit Tigers,Minnesota Twins,10,5,Comerica Park,Sunny,82,Final
2025-06-29,05:05,Pittsburgh Pirates,New York Mets,9,2,PNC Park,Overcast,82,Final
2025-06-29,05:05,Baltimore Orioles,Tampa Bay Rays,3,11,Oriole Park at Camden Yards,Partly Cloudy,91,Final
2025-06-29,05:05,Texas Rangers,Seattle Mariners,3,2,Globe Life Field,Roof Closed,74,Final
2025-06-29,05:10,Kansas City Royals,Los Angeles Dodgers,9,5,Kauffman Stadium,Partly Cloudy,87,Final
2025-06-29,05:10,Cincinnati Reds,San Diego Padres,4,6,Great American Ball Park,Overcast,91,Final
2025-06-29,05:10,Cleveland Guardians,St. Louis Cardinals,6,9,Progressive Field,Partly Cloudy,82,Final
2025-06-29,05:10,Boston Red Sox,Toronto Blue Jays,15,1,Fenway Park,Overcast,70,Final
2025-06-29,05:10,Chicago White Sox,San Francisco Giants,1,0,Rate Field,Sunny,81,Final
2025-06-29,05:10,Arizona Diamondbacks,Miami Marlins,7,8,Chase Field,Roof Closed,76,Final
2025-06-29,05:10,Milwaukee Brewers,Colorado Rockies,5,0,American Family Field,Sunny,75,Final
2025-06-29,08:15,Houston Astros,Chicago Cubs,3,12,Daikin Park,Roof Closed,73,Final
2025-06-29,08:15,Atlanta Braves,Philadelphia Phillies,6,1,Truist Park,Cloudy,88,Final
2025-06-29,10:38,Los Angeles Angels,Washington Nationals,8,2,Angel Stadium,Clear,80,Final
2025-06-30,01:05,Cleveland Guardians,St. Louis Cardinals,0,7,Progressive Field,Sunny,82,Final
2025-06-30,02:35,Pittsburgh Pirates,New York Mets,12,1,PNC Park,Partly Cloudy,80,Final
2025-06-30,02:35,Baltimore Orioles,Tampa Bay Rays,5,1,Oriole Park at Camden Yards,Partly Cloudy,94,Final
2025-06-30,02:35,Boston Red Sox,Toronto Blue Jays,3,5,Fenway Park,Sunny,85,Final
2025-06-30,02:35,Atlanta Braves,Philadelphia Phillies,1,2,Truist Park,Sunny,87,Final
2025-06-30,02:35,New York Yankees,Athletics,12,5,Yankee Stadium,Partly Cloudy,88,Final
2025-06-30,02:40,Cincinnati Reds,San Diego Padres,3,2,Great American Ball Park,Partly Cloudy,84,Final
2025-06-30,03:10,Houston Astros,Chicago Cubs,2,0,Daikin Park,Roof Closed,73,Final
2025-06-30,03:10,Kansas City Royals,Los Angeles Dodgers,1,5,Kauffman Stadium,Cloudy,84,Final
2025-06-30,03:10,Chicago White Sox,San Francisco Giants,5,2,Rate Field,Partly Cloudy,89,Final
2025-06-30,03:10,Milwaukee Brewers,Colorado Rockies,3,4,American Family Field,Partly Cloudy,88,Final
2025-06-30,03:35,Texas Rangers,Seattle Mariners,4,6,Globe Life Field,Roof Closed,74,Final
2025-06-30,05:07,Los Angeles Angels,Washington Nationals,4,7,Angel Stadium,Sunny,82,Final
2025-06-30,05:10,Arizona Diamondbacks,Miami Marlins,4,6,Chase Field,Roof Closed,76,Final
2025-06-30,08:10,Detroit Tigers,Minnesota Twins,3,0,Comerica Park,Clear,86,Final
2025-07-01,07:35,Philadelphia Phillies,San Diego Padres,4,0,Citizens Bank Park,Cloudy,77,Final
2025-07-01,07:40,Pittsburgh Pirates,St. Louis Cardinals,7,0,PNC Park,Partly Cloudy,76,Final
2025-07-01,08:07,Toronto Blue Jays,New York Yankees,5,4,Rogers Centre,Roof Closed,68,Final
2025-07-01,08:10,Boston Red Sox,Cincinnati Reds,13,6,Fenway Park,Clear,82,Final
2025-07-01,08:35,Tampa Bay Rays,Athletics,4,6,George M. Steinbrenner Field,Partly Cloudy,82,Final
2025-07-01,09:05,Texas Rangers,Baltimore Orioles,6,10,Globe Life Field,Roof Closed,74,Final
2025-07-01,10:40,Seattle Mariners,Kansas City Royals,6,2,T-Mobile Park,Clear,82,Final
2025-07-01,10:40,Arizona Diamondbacks,San Francisco Giants,4,2,Chase Field,Roof Closed,78,Final
2025-07-02,04:07,Toronto Blue Jays,New York Yankees,12,5,Rogers Centre,Sunny,77,Final
2025-07-02,07:40,Pittsburgh Pirates,St. Louis Cardinals,1,0,PNC Park,Partly Cloudy,76,Final
2025-07-02,07:40,Miami Marlins,Minnesota Twins,2,0,loanDepot park,Roof Closed,72,Final
2025-07-02,08:05,Tampa Bay Rays,Athletics,3,4,George M. Steinbrenner Field,Partly Cloudy,84,Final
2025-07-02,08:10,Boston Red Sox,Cincinnati Reds,5,3,Fenway Park,Partly Cloudy,84,Final
2025-07-02,08:15,Atlanta Braves,Los Angeles Angels,0,4,Truist Park,Partly Cloudy,78,Final
2025-07-02,09:05,Chicago Cubs,Cleveland Guardians,5,2,Wrigley Field,Clear,80,Final
2025-07-02,09:05,Texas Rangers,Baltimore Orioles,10,2,Globe Life Field,Roof Closed,74,Final
2025-07-02,09:40,Colorado Rockies,Houston Astros,5,6,Coors Field,Cloudy,85,Final
2025-07-02,10:40,Seattle Mariners,Kansas City Royals,3,6,T-Mobile Park,Clear,80,Final
2025-07-02,10:40,Arizona Diamondbacks,San Francisco Giants,8,2,Chase Field,Roof Closed,76,Final
2025-07-02,11:10,Los Angeles Dodgers,Chicago White Sox,6,1,Dodger Stadium,Clear,69,Final
2025-07-02,07:35,Philadelphia Phillies,San Diego Padres,0,0,Citizens Bank Park,Partly Cloudy,84,Final
2025-07-02,07:45,Washington Nationals,Detroit Tigers,0,0,Nationals Park,Partly Cloudy,80,Final
2025-07-02,08:10,New York Mets,Milwaukee Brewers,0,0,Citi Field,Cloudy,81,Final
2025-07-03,01:10,Tampa Bay Rays,Athletics,6,5,George M. Steinbrenner Field,Overcast,84,Final
2025-07-03,01:35,Pittsburgh Pirates,St. Louis Cardinals,5,0,PNC Park,Sunny,78,Final
2025-07-03,02:05,Washington Nationals,Detroit Tigers,2,11,Nationals Park,Partly Cloudy,80,Final
2025-07-03,07:45,Washington Nationals,Detroit Tigers,9,4,Nationals Park,Partly Cloudy,84,Final
2025-07-03,02:05,Philadelphia Phillies,San Diego Padres,4,6,Citizens Bank Park,Cloudy,80,Final
2025-07-03,07:15,Philadelphia Phillies,San Diego Padres,5,1,Citizens Bank Park,Partly Cloudy,84,Final
2025-07-03,02:10,New York Mets,Milwaukee Brewers,2,7,Citi Field,Cloudy,81,Final
2025-07-03,08:10,New York Mets,Milwaukee Brewers,7,3,Citi Field,Clear,81,Final
2025-07-03,03:30,Boston Red Sox,Cincinnati Reds,5,3,Fenway Park,Partly Cloudy,84,Final
2025-07-03,07:40,Miami Marlins,Minnesota Twins,1,2,loanDepot park,Roof Closed,72,Final
2025-07-03,08:07,Toronto Blue Jays,New York Yankees,11,9,Rogers Centre,Partly Cloudy,74,Final
2025-07-03,08:10,Boston Red Sox,Cincinnati Reds,4,8,Fenway Park,Cloudy,82,Final
2025-07-03,08:15,Atlanta Braves,Los Angeles Angels,8,3,Truist Park,Clear,89,Final
2025-07-03,09:05,Chicago Cubs,Cleveland Guardians,5,4,Wrigley Field,Partly Cloudy,84,Final
2025-07-03,09:05,Texas Rangers,Baltimore Orioles,6,0,Globe Life Field,Roof Closed,74,Final
2025-07-03,09:40,Colorado Rockies,Houston Astros,3,5,Coors Field,Partly Cloudy,92,Final
2025-07-03,10:40,Seattle Mariners,Kansas City Royals,3,2,T-Mobile Park,Cloudy,71,Final
2025-07-03,10:40,Arizona Diamondbacks,San Francisco Giants,5,6,Chase Field,Roof Closed,78,Final
2025-07-03,11:10,Los Angeles Dodgers,Chicago White Sox,5,4,Dodger Stadium,Clear,69,Final
2025-07-04,01:10,Miami Marlins,Minnesota Twins,4,1,loanDepot park,Roof Closed,72,Final
2025-07-04,04:10,Colorado Rockies,Houston Astros,7,6,Coors Field,Partly Cloudy,90,Final
2025-07-04,07:45,Washington Nationals,Detroit Tigers,11,7,Nationals Park,Clear,92,Final
2025-07-04,08:07,Toronto Blue Jays,New York Yankees,8,5,Rogers Centre,Clear,74,Final
2025-07-04,08:10,New York Mets,Milwaukee Brewers,3,2,Citi Field,Cloudy,71,Final
2025-07-04,08:15,Atlanta Braves,Los Angeles Angels,1,5,Truist Park,Partly Cloudy,88,Final
2025-07-04,09:05,Chicago Cubs,Cleveland Guardians,1,0,Wrigley Field,Clear,84,Final
2025-07-04,10:40,Arizona Diamondbacks,San Francisco Giants,2,7,Chase Field,Roof Closed,78,Final
2025-07-04,11:10,Seattle Mariners,Kansas City Royals,2,3,T-Mobile Park,Clear,68,Final
2025-07-04,11:10,Los Angeles Dodgers,Chicago White Sox,6,2,Dodger Stadium,Clear,73,Final
2025-07-05,00:05,Washington Nationals,Boston Red Sox,2,11,Nationals Park,Sunny,83,Final
2025-07-05,02:05,Philadelphia Phillies,Cincinnati Reds,6,9,Citizens Bank Park,Sunny,82,Final
2025-07-05,03:20,Chicago Cubs,St. Louis Cardinals,11,3,Wrigley Field,Cloudy,80,Final
2025-07-05,04:10,New York Mets,New York Yankees,6,5,Citi Field,Sunny,82,Final
2025-07-05,05:10,Seattle Mariners,Pittsburgh Pirates,6,0,T-Mobile Park,Partly Cloudy,71,Final
2025-07-05,05:10,Minnesota Twins,Tampa Bay Rays,4,3,Target Field,Partly Cloudy,92,Final
2025-07-05,07:40,San Diego Padres,Texas Rangers,3,2,Petco Park,Sunny,74,Final
2025-07-05,08:07,Toronto Blue Jays,Los Angeles Angels,4,3,Rogers Centre,Clear,75,Final
2025-07-05,08:10,Cleveland Guardians,Detroit Tigers,1,2,Progressive Field,Clear,85,Final
2025-07-05,08:10,Miami Marlins,Milwaukee Brewers,5,6,loanDepot park,Roof Closed,72,Final
2025-07-05,08:15,Atlanta Braves,Baltimore Orioles,2,3,Truist Park,Partly Cloudy,90,Final
2025-07-05,09:10,Colorado Rockies,Chicago White Sox,2,3,Coors Field,Clear,87,Final
2025-07-05,10:10,Los Angeles Dodgers,Houston Astros,1,18,Dodger Stadium,Clear,77,Final
2025-07-05,10:40,Arizona Diamondbacks,Kansas City Royals,3,9,Chase Field,Roof Closed,76,Final
2025-07-05,11:05,Athletics,San Francisco Giants,11,2,Sutter Health Park,Clear,77,Final
2025-07-06,03:10,Minnesota Twins,Tampa Bay Rays,6,5,Target Field,Overcast,80,Final
2025-07-06,03:20,Chicago Cubs,St. Louis Cardinals,6,8,Wrigley Field,Partly Cloudy,85,Final
2025-07-06,04:07,Toronto Blue Jays,Los Angeles Angels,4,3,Rogers Centre,Sunny,75,Final
2025-07-06,05:05,Washington Nationals,Boston Red Sox,3,10,Nationals Park,Partly Cloudy,89,Final
2025-07-06,05:05,Philadelphia Phillies,Cincinnati Reds,5,1,Citizens Bank Park,Sunny,88,Final
2025-07-06,05:10,Arizona Diamondbacks,Kansas City Royals,7,1,Chase Field,Roof Closed,78,Final
2025-07-06,05:10,Atlanta Braves,Baltimore Orioles,6,9,Truist Park,Sunny,91,Final
2025-07-06,05:10,New York Mets,New York Yankees,12,6,Citi Field,Sunny,85,Final
2025-07-06,05:10,Miami Marlins,Milwaukee Brewers,4,2,loanDepot park,Roof Closed,72,Final
2025-07-06,08:15,Cleveland Guardians,Detroit Tigers,0,1,Progressive Field,Clear,89,Final
2025-07-06,08:15,Los Angeles Dodgers,Houston Astros,4,6,Dodger Stadium,Sunny,82,Final
2025-07-06,10:10,Colorado Rockies,Chicago White Sox,3,10,Coors Field,Cloudy,78,Final
2025-07-06,10:40,San Diego Padres,Texas Rangers,4,7,Petco Park,Clear,70,Final
2025-07-06,11:05,Athletics,San Francisco Giants,2,7,Sutter Health Park,Clear,86,Final
2025-07-06,11:10,Seattle Mariners,Pittsburgh Pirates,1,0,T-Mobile Park,Clear,72,Final
2025-07-07,00:35,Atlanta Braves,Baltimore Orioles,1,2,Truist Park,Sunny,86,Final
2025-07-07,02:35,Washington Nationals,Boston Red Sox,4,6,Nationals Park,Partly Cloudy,86,Final
2025-07-07,02:35,Philadelphia Phillies,Cincinnati Reds,3,1,Citizens Bank Park,Partly Cloudy,88,Final
2025-07-07,02:37,Toronto Blue Jays,Los Angeles Angels,3,2,Rogers Centre,Roof Closed,68,Final
2025-07-07,02:40,Cleveland Guardians,Detroit Tigers,2,7,Progressive Field,Partly Cloudy,91,Final
2025-07-07,02:40,New York Mets,New York Yankees,4,6,Citi Field,Sunny,87,Final
2025-07-07,02:40,Miami Marlins,Milwaukee Brewers,1,3,loanDepot park,Roof Closed,72,Final
2025-07-07,03:10,Minnesota Twins,Tampa Bay Rays,5,7,Target Field,Sunny,80,Final
2025-07-07,04:10,Colorado Rockies,Chicago White Sox,6,4,Coors Field,Partly Cloudy,88,Final
2025-07-07,05:10,Arizona Diamondbacks,Kansas City Royals,0,4,Chase Field,Roof Closed,76,Final
2025-07-07,05:10,Los Angeles Dodgers,Houston Astros,1,5,Dodger Stadium,Sunny,84,Final
2025-07-07,05:10,Seattle Mariners,Pittsburgh Pirates,1,0,T-Mobile Park,Sunny,72,Final
2025-07-07,07:10,Chicago Cubs,St. Louis Cardinals,11,0,Wrigley Field,Overcast,69,Final
2025-07-07,10:10,San Diego Padres,Texas Rangers,4,1,Petco Park,Clear,70,Final
2025-07-07,11:05,Athletics,San Francisco Giants,2,6,Sutter Health Park,Clear,88,Final
2025-07-08,07:40,Detroit Tigers,Tampa Bay Rays,5,1,Comerica Park,Partly Cloudy,74,Final
2025-07-08,08:10,Boston Red Sox,Colorado Rockies,9,3,Fenway Park,Partly Cloudy,83,Final
2025-07-08,08:10,Cincinnati Reds,Miami Marlins,1,5,Great American Ball Park,Overcast,78,Final
2025-07-08,08:40,Kansas City Royals,Pittsburgh Pirates,9,3,Kauffman Stadium,Partly Cloudy,89,Final
2025-07-08,08:40,Chicago White Sox,Toronto Blue Jays,4,8,Rate Field,Clear,75,Final
2025-07-08,08:40,Milwaukee Brewers,Los Angeles Dodgers,9,1,American Family Field,Partly Cloudy,68,Final
2025-07-08,09:10,Houston Astros,Cleveland Guardians,5,7,Daikin Park,Roof Closed,73,Final
2025-07-08,10:38,Los Angeles Angels,Texas Rangers,6,5,Angel Stadium,Clear,76,Final
2025-07-08,10:40,San Diego Padres,Arizona Diamondbacks,3,6,Petco Park,Clear,70,Final
2025-07-08,10:45,San Francisco Giants,Philadelphia Phillies,3,1,Oracle Park,Clear,61,Final
2025-07-09,07:35,Baltimore Orioles,New York Mets,6,7,Oriole Park at Camden Yards,Overcast,81,Final
2025-07-09,07:40,Detroit Tigers,Tampa Bay Rays,4,2,Comerica Park,Clear,83,Final
2025-07-09,08:05,New York Yankees,Seattle Mariners,10,3,Yankee Stadium,Cloudy,88,Final
2025-07-09,08:10,Boston Red Sox,Colorado Rockies,10,2,Fenway Park,Partly Cloudy,90,Final
2025-07-09,08:10,Cincinnati Reds,Miami Marlins,2,12,Great American Ball Park,Partly Cloudy,86,Final
2025-07-09,08:40,Kansas City Royals,Pittsburgh Pirates,4,3,Kauffman Stadium,Partly Cloudy,86,Final
2025-07-09,08:40,Minnesota Twins,Chicago Cubs,8,1,Target Field,Partly Cloudy,82,Final
2025-07-09,08:40,Chicago White Sox,Toronto Blue Jays,1,6,Rate Field,Cloudy,77,Final
2025-07-09,08:40,Milwaukee Brewers,Los Angeles Dodgers,3,1,American Family Field,Partly Cloudy,79,Final
2025-07-09,08:45,St. Louis Cardinals,Washington Nationals,4,2,Busch Stadium,Overcast,73,Final
2025-07-09,09:10,Houston Astros,Cleveland Guardians,6,10,Daikin Park,Roof Closed,73,Final
2025-07-09,10:38,Los Angeles Angels,Texas Rangers,1,13,Angel Stadium,Clear,83,Final
2025-07-09,10:40,San Diego Padres,Arizona Diamondbacks,1,0,Petco Park,Clear,72,Final
2025-07-09,10:45,San Francisco Giants,Philadelphia Phillies,4,3,Oracle Park,Partly Cloudy,63,Final
2025-07-09,11:05,Athletics,Atlanta Braves,10,1,Sutter Health Park,Clear,85,Final
2025-07-10,03:10,Chicago White Sox,Toronto Blue Jays,2,1,Rate Field,Cloudy,80,Final
2025-07-10,03:10,Milwaukee Brewers,Los Angeles Dodgers,3,2,American Family Field,Sunny,71,Final
2025-07-10,04:45,San Francisco Giants,Philadelphia Phillies,0,13,Oracle Park,Partly Cloudy,64,Final
2025-07-10,06:10,Detroit Tigers,Tampa Bay Rays,3,7,Comerica Park,Partly Cloudy,80,Final
2025-07-10,08:05,New York Yankees,Seattle Mariners,9,6,Yankee Stadium,Partly Cloudy,88,Final
2025-07-10,08:10,Boston Red Sox,Colorado Rockies,10,2,Fenway Park,Partly Cloudy,72,Final
2025-07-10,08:10,Cincinnati Reds,Miami Marlins,7,2,Great American Ball Park,Partly Cloudy,82,Final
2025-07-10,08:40,Kansas City Royals,Pittsburgh Pirates,4,3,Kauffman Stadium,Clear,91,Final
2025-07-10,08:40,Minnesota Twins,Chicago Cubs,4,2,Target Field,Partly Cloudy,85,Final
2025-07-10,08:45,St. Louis Cardinals,Washington Nationals,2,8,Busch Stadium,Clear,87,Final
2025-07-10,09:10,Houston Astros,Cleveland Guardians,2,4,Daikin Park,Roof Closed,73,Final
2025-07-10,10:38,Los Angeles Angels,Texas Rangers,11,8,Angel Stadium,Clear,82,Final
2025-07-10,10:40,San Diego Padres,Arizona Diamondbacks,2,8,Petco Park,Clear,72,Final
2025-07-10,11:05,Athletics,Atlanta Braves,2,9,Sutter Health Park,Clear,90,Final
2025-07-10,08:05,Baltimore Orioles,New York Mets,0,0,Oriole Park at Camden Yards,Partly Cloudy,82,Final
2025-07-11,01:05,Baltimore Orioles,New York Mets,3,1,Oriole Park at Camden Yards,Cloudy,81,Final
2025-07-11,06:05,Baltimore Orioles,New York Mets,7,3,Oriole Park at Camden Yards,Partly Cloudy,82,Final
2025-07-11,02:10,Minnesota Twins,Chicago Cubs,1,8,Target Field,Overcast,81,Final
2025-07-11,06:10,Cincinnati Reds,Miami Marlins,6,0,Great American Ball Park,Partly Cloudy,87,Final
2025-07-11,08:05,New York Yankees,Seattle Mariners,6,5,Yankee Stadium,Partly Cloudy,80,Final
2025-07-11,08:10,Boston Red Sox,Tampa Bay Rays,4,3,Fenway Park,Overcast,69,Final
2025-07-11,08:45,St. Louis Cardinals,Washington Nationals,8,1,Busch Stadium,Clear,87,Final
2025-07-11,10:05,Athletics,Atlanta Braves,5,4,Sutter Health Park,Clear,99,Final
2025-07-11,10:38,Los Angeles Angels,Texas Rangers,4,11,Angel Stadium,Partly Cloudy,79,Final
2025-07-11,10:40,San Diego Padres,Arizona Diamondbacks,4,3,Petco Park,Clear,72,Final
2025-07-11,08:40,Chicago White Sox,Cleveland Guardians,0,0,Rate Field,Cloudy,84,Final
2025-07-12,04:10,Chicago White Sox,Cleveland Guardians,2,4,Rate Field,Cloudy,84,Final
2025-07-12,09:10,Chicago White Sox,Cleveland Guardians,5,4,Rate Field,Cloudy,85,Final
2025-07-12,08:05,Baltimore Orioles,Miami Marlins,5,2,Oriole Park at Camden Yards,Partly Cloudy,87,Final
2025-07-12,08:05,New York Yankees,Chicago Cubs,11,0,Yankee Stadium,Partly Cloudy,81,Final
2025-07-12,08:10,Cincinnati Reds,Colorado Rockies,2,3,Great American Ball Park,Clear,89,Final
2025-07-12,08:10,Detroit Tigers,Seattle Mariners,3,12,Comerica Park,Partly Cloudy,83,Final
2025-07-12,08:10,Boston Red Sox,Tampa Bay Rays,5,4,Fenway Park,Partly Cloudy,78,Final
2025-07-12,09:10,Kansas City Royals,New York Mets,3,8,Kauffman Stadium,Overcast,83,Final
2025-07-12,09:10,Houston Astros,Texas Rangers,3,7,Daikin Park,Roof Closed,73,Final
2025-07-12,09:10,Minnesota Twins,Pittsburgh Pirates,2,1,Target Field,Overcast,83,Final
2025-07-12,09:10,Milwaukee Brewers,Washington Nationals,8,3,American Family Field,Roof Closed,76,Final
2025-07-12,09:15,St. Louis Cardinals,Atlanta Braves,5,6,Busch Stadium,Partly Cloudy,91,Final
2025-07-12,10:38,Los Angeles Angels,Arizona Diamondbacks,6,5,Angel Stadium,Clear,74,Final
2025-07-12,10:40,San Diego Padres,Philadelphia Phillies,4,2,Petco Park,Partly Cloudy,68,Final
2025-07-12,11:05,Athletics,Toronto Blue Jays,6,7,Sutter Health Park,Clear,96,Final
2025-07-12,11:15,San Francisco Giants,Los Angeles Dodgers,8,7,Oracle Park,Clear,60,Final
2025-07-13,02:05,New York Yankees,Chicago Cubs,2,5,Yankee Stadium,Partly Cloudy,84,Final
2025-07-13,02:10,Detroit Tigers,Seattle Mariners,7,15,Comerica Park,Partly Cloudy,80,Final
2025-07-13,03:10,Minnesota Twins,Pittsburgh Pirates,12,4,Target Field,Cloudy,77,Final
2025-07-13,03:15,St. Louis Cardinals,Atlanta Braves,6,7,Busch Stadium,Overcast,83,Final
2025-07-13,05:05,San Francisco Giants,Los Angeles Dodgers,1,2,Oracle Park,Sunny,62,Final
2025-07-13,05:05,Baltimore Orioles,Miami Marlins,0,6,Oriole Park at Camden Yards,Partly Cloudy,89,Final
2025-07-13,05:10,Cincinnati Reds,Colorado Rockies,4,3,Great American Ball Park,Cloudy,86,Final
2025-07-13,05:10,Kansas City Royals,New York Mets,1,3,Kauffman Stadium,Partly Cloudy,84,Final
2025-07-13,05:10,Boston Red Sox,Tampa Bay Rays,1,0,Fenway Park,Partly Cloudy,80,Final
2025-07-13,05:10,Chicago White Sox,Cleveland Guardians,2,6,Rate Field,Cloudy,83,Final
2025-07-13,05:10,Milwaukee Brewers,Washington Nationals,6,5,American Family Field,Partly Cloudy,83,Final
2025-07-13,08:35,Houston Astros,Texas Rangers,5,4,Daikin Park,Roof Closed,73,Final
2025-07-13,08:35,San Diego Padres,Philadelphia Phillies,5,4,Petco Park,Sunny,71,Final
2025-07-13,10:38,Los Angeles Angels,Arizona Diamondbacks,10,5,Angel Stadium,Clear,74,Final
2025-07-13,11:05,Athletics,Toronto Blue Jays,4,3,Sutter Health Park,Clear,87,Final
2025-07-14,02:35,Boston Red Sox,Tampa Bay Rays,4,1,Fenway Park,Sunny,77,Final
2025-07-14,02:35,Baltimore Orioles,Miami Marlins,1,11,Oriole Park at Camden Yards,Overcast,87,Final
2025-07-14,02:35,New York Yankees,Chicago Cubs,1,4,Yankee Stadium,Partly Cloudy,81,Final
2025-07-14,02:40,Cincinnati Reds,Colorado Rockies,4,2,Great American Ball Park,Partly Cloudy,78,Final
2025-07-14,02:40,Detroit Tigers,Seattle Mariners,4,8,Comerica Park,Sunny,86,Final
2025-07-14,03:10,Kansas City Royals,New York Mets,3,2,Kauffman Stadium,Sunny,85,Final
2025-07-14,03:10,Houston Astros,Texas Rangers,1,5,Daikin Park,Roof Closed,73,Final
2025-07-14,03:10,Minnesota Twins,Pittsburgh Pirates,1,2,Target Field,Partly Cloudy,84,Final
2025-07-14,03:10,Chicago White Sox,Cleveland Guardians,5,6,Rate Field,Cloudy,83,Final
2025-07-14,03:10,Milwaukee Brewers,Washington Nationals,8,1,American Family Field,Sunny,80,Final
2025-07-14,03:15,St. Louis Cardinals,Atlanta Braves,5,4,Busch Stadium,Rain,78,Final
2025-07-14,05:05,San Francisco Giants,Los Angeles Dodgers,2,5,Oracle Park,Sunny,64,Final
2025-07-14,05:05,Athletics,Toronto Blue Jays,6,3,Sutter Health Park,Sunny,85,Final
2025-07-14,05:07,Los Angeles Angels,Arizona Diamondbacks,1,5,Angel Stadium,Sunny,79,Final
2025-07-14,05:10,San Diego Padres,Philadelphia Phillies,1,2,Petco Park,Sunny,72,Final
2025-07-19,03:20,Chicago Cubs,Boston Red Sox,4,1,Wrigley Field,Sunny,75,Final
