season,team,player,league,sport,numTeams,rank,position,year,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
2024,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 676475, 'fullName': 'Alec Burleson', 'link': '/api/v1/people/676475', 'firstName': 'Alec', 'lastName': 'Burleson'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,43,"{'code': '10', 'name': 'Designated Hitter', 'type': 'Hitter', 'abbreviation': 'DH'}",2024,25,152,154,177,71,20,0,21,76,35,0,147,4,0.269,547,0.314,0.42,0.734,4,9,.692,.308,8,2117,595,230,78,228,1,6,.276,0.87,2,26.05
2024,"{'id': 115, 'name': 'Colorado Rockies', 'link': '/api/v1/teams/115'}","{'id': 678662, 'fullName': 'Ezequiel Tovar', 'link': '/api/v1/people/678662', 'firstName': 'Ezequiel', 'lastName': 'Tovar'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,44,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2024,22,157,105,186,83,45,4,26,200,23,1,176,4,0.269,655,0.295,0.469,0.764,5,6,.545,.455,16,2528,695,307,78,229,5,7,.344,0.56,1,25.19
2024,"{'id': 115, 'name': 'Colorado Rockies', 'link': '/api/v1/teams/115'}","{'id': 663898, 'fullName': 'Brendan Rodgers', 'link': '/api/v1/people/663898', 'firstName': 'Brendan', 'lastName': 'Rodgers'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,45,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2024,27,135,156,82,67,29,1,13,132,31,1,134,4,0.267,501,0.314,0.407,0.721,0,1,1.000,.000,12,2079,539,204,54,190,1,2,.338,1.90,0,38.54
2024,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 691026, 'fullName': 'Masyn Winn', 'link': '/api/v1/people/691026', 'firstName': 'Masyn', 'lastName': 'Winn'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,46,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2024,22,150,140,189,85,32,5,15,109,41,1,157,1,0.267,587,0.314,0.416,0.73,5,11,.688,.313,1,2558,637,244,57,215,3,5,.303,0.74,0,39.13
2024,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 665161, 'fullName': 'Jeremy Peña', 'link': '/api/v1/people/665161', 'firstName': 'Jeremy', 'lastName': 'Peña'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,47,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2024,26,157,182,158,78,28,2,15,111,25,1,160,14,0.266,602,0.308,0.394,0.702,6,20,.769,.231,15,2272,650,237,70,283,3,6,.301,1.15,0,40.13
2024,"{'id': 112, 'name': 'Chicago Cubs', 'link': '/api/v1/teams/112'}","{'id': 641355, 'fullName': 'Cody Bellinger', 'link': '/api/v1/people/641355', 'firstName': 'Cody', 'lastName': 'Bellinger'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,48,"{'code': '9', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'RF'}",2024,28,130,102,193,72,23,3,18,89,45,7,137,3,0.266,516,0.325,0.426,0.751,2,9,.818,.182,10,2083,569,220,78,232,0,5,.287,0.53,0,28.67
2024,"{'id': 140, 'name': 'Texas Rangers', 'link': '/api/v1/teams/140'}","{'id': 663993, 'fullName': 'Nathaniel Lowe', 'link': '/api/v1/people/663993', 'firstName': 'Nathaniel', 'lastName': 'Lowe'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,49,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2024,28,140,128,108,62,16,1,16,125,71,1,129,4,0.265,486,0.361,0.401,0.762,0,2,1.000,.000,9,2356,565,195,69,198,0,4,.324,1.19,0,30.38
2024,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 686469, 'fullName': 'Vinnie Pasquantino', 'link': '/api/v1/people/686469', 'firstName': 'Vinnie', 'lastName': 'Pasquantino'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,50,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2024,26,131,134,175,64,30,2,19,71,40,1,130,4,0.262,496,0.315,0.446,0.761,0,1,1.000,.000,12,2133,554,221,97,186,1,13,.265,0.77,0,26.10
2025,"{'id': 147, 'name': 'New York Yankees', 'link': '/api/v1/teams/147'}","{'id': 592450, 'fullName': 'Aaron Judge', 'link': '/api/v1/people/592450', 'firstName': 'Aaron', 'lastName': 'Judge'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,1,"{'code': '9', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'RF'}",2025,33,152,84,125,137,30,2,53,160,124,36,179,7,0.331,541,0.457,0.688,1.145,5,12,.706,.294,16,2631,679,372,114,205,0,7,.376,0.67,0,10.21
2025,"{'id': 141, 'name': 'Toronto Blue Jays', 'link': '/api/v1/teams/141'}","{'id': 666182, 'fullName': 'Bo Bichette', 'link': '/api/v1/people/666182', 'firstName': 'Bo', 'lastName': 'Bichette'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,2,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2025,27,139,171,142,78,44,1,18,91,40,2,181,3,0.311,582,0.357,0.483,0.84,3,4,.571,.429,17,2308,628,281,94,214,0,3,.342,1.20,0,32.33
2025,"{'id': 133, 'name': 'Athletics', 'link': '/api/v1/teams/133'}","{'id': 805779, 'fullName': 'Jacob Wilson', 'link': '/api/v1/people/805779', 'firstName': 'Jacob', 'lastName': 'Wilson'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,3,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2025,23,125,179,120,62,26,0,13,39,27,1,151,7,0.311,486,0.355,0.444,0.799,2,5,.714,.286,16,1735,523,216,63,178,2,1,.317,1.49,0,37.38
2025,"{'id': 141, 'name': 'Toronto Blue Jays', 'link': '/api/v1/teams/141'}","{'id': 543807, 'fullName': 'George Springer', 'link': '/api/v1/people/543807', 'firstName': 'George', 'lastName': 'Springer'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,4,"{'code': '10', 'name': 'Designated Hitter', 'type': 'Hitter', 'abbreviation': 'DH'}",2025,35,140,105,132,106,27,1,32,111,69,3,154,8,0.309,498,0.399,0.56,0.959,1,18,.947,.053,14,2307,586,279,84,183,0,4,.340,0.80,7,15.56
2025,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 665161, 'fullName': 'Jeremy Peña', 'link': '/api/v1/people/665161', 'firstName': 'Jeremy', 'lastName': 'Peña'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,5,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2025,27,125,137,116,68,30,2,17,93,35,2,150,12,0.304,493,0.363,0.477,0.84,2,20,.909,.091,9,1779,543,235,62,143,1,2,.345,1.18,0,29.00
2025,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 607208, 'fullName': 'Trea Turner', 'link': '/api/v1/people/607208', 'firstName': 'Trea', 'lastName': 'Turner'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,6,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2025,32,141,159,146,94,31,7,15,107,43,1,179,5,0.304,589,0.355,0.457,0.812,7,36,.837,.163,11,2407,639,269,69,221,0,2,.350,1.09,0,39.27
2025,"{'id': 139, 'name': 'Tampa Bay Rays', 'link': '/api/v1/teams/139'}","{'id': 650490, 'fullName': 'Yandy Díaz', 'link': '/api/v1/people/650490', 'firstName': 'Yandy', 'lastName': 'Díaz'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,7,"{'code': '10', 'name': 'Designated Hitter', 'type': 'Hitter', 'abbreviation': 'DH'}",2025,33,150,193,128,79,29,1,25,92,57,4,175,6,0.3,583,0.366,0.482,0.848,1,3,.750,.250,12,2525,651,281,83,209,0,5,.318,1.51,0,23.32
2025,"{'id': 112, 'name': 'Chicago Cubs', 'link': '/api/v1/teams/112'}","{'id': 663538, 'fullName': 'Nico Hoerner', 'link': '/api/v1/people/663538', 'firstName': 'Nico', 'lastName': 'Hoerner'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,8,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2025,28,156,179,197,89,29,4,7,49,39,1,178,7,0.297,599,0.345,0.394,0.739,6,29,.829,.171,4,2305,649,236,61,233,0,4,.313,0.91,0,85.57
2025,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 677951, 'fullName': 'Bobby Witt Jr.', 'link': '/api/v1/people/677951', 'firstName': 'Bobby', 'lastName': 'Witt'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,9,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2025,25,157,124,197,99,47,6,23,125,49,8,184,8,0.295,623,0.351,0.501,0.852,9,38,.809,.191,7,2511,687,312,88,235,0,7,.334,0.63,0,27.09
2025,"{'id': 119, 'name': 'Los Angeles Dodgers', 'link': '/api/v1/teams/119'}","{'id': 518692, 'fullName': 'Freddie Freeman', 'link': '/api/v1/people/518692', 'firstName': 'Freddie', 'lastName': 'Freeman'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,10,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2025,35,147,128,141,81,39,2,24,128,60,7,164,6,0.295,556,0.367,0.502,0.869,2,6,.750,.250,13,2382,627,279,90,220,0,5,.342,0.91,0,23.17
2025,"{'id': 136, 'name': 'Seattle Mariners', 'link': '/api/v1/teams/136'}","{'id': 647304, 'fullName': 'Josh Naylor', 'link': '/api/v1/people/647304', 'firstName': 'Josh', 'lastName': 'Naylor'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",2,11,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2025,28,147,158,147,81,29,1,20,83,48,4,160,4,0.295,543,0.353,0.462,0.815,2,30,.938,.063,17,2013,604,251,92,231,0,5,.315,1.07,4,27.15
2025,"{'id': 141, 'name': 'Toronto Blue Jays', 'link': '/api/v1/teams/141'}","{'id': 665489, 'fullName': 'Vladimir Guerrero Jr.', 'link': '/api/v1/people/665489', 'firstName': 'Vladimir', 'lastName': 'Guerrero'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,12,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2025,26,156,179,148,96,34,0,23,94,81,8,172,6,0.292,589,0.381,0.467,0.848,3,6,.667,.333,17,2502,680,275,84,227,0,4,.313,1.21,0,25.61
2025,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 650333, 'fullName': 'Luis Arraez', 'link': '/api/v1/people/650333', 'firstName': 'Luis', 'lastName': 'Arraez'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,13,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2025,28,154,215,222,66,30,4,8,21,34,0,181,2,0.292,620,0.327,0.392,0.719,4,11,.733,.267,12,2467,675,243,61,253,12,7,.289,0.97,0,77.50
2025,"{'id': 109, 'name': 'Arizona Diamondbacks', 'link': '/api/v1/teams/109'}","{'id': 672695, 'fullName': 'Geraldo Perdomo', 'link': '/api/v1/people/672695', 'firstName': 'Geraldo', 'lastName': 'Perdomo'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,14,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2025,25,161,167,193,98,33,5,20,83,94,1,173,10,0.29,597,0.389,0.462,0.851,6,27,.818,.182,11,3007,720,276,100,214,8,11,.303,0.87,0,29.85
2025,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 676475, 'fullName': 'Alec Burleson', 'link': '/api/v1/people/676475', 'firstName': 'Alec', 'lastName': 'Burleson'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,15,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2025,26,139,119,160,54,26,2,18,79,39,1,144,3,0.29,497,0.343,0.459,0.802,1,5,.833,.167,14,1933,546,228,69,215,1,4,.312,0.74,2,27.61
2025,"{'id': 158, 'name': 'Milwaukee Brewers', 'link': '/api/v1/teams/158'}","{'id': 686217, 'fullName': 'Sal Frelick', 'link': '/api/v1/people/686217', 'firstName': 'Sal', 'lastName': 'Frelick'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,16,"{'code': '9', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'RF'}",2025,25,142,153,151,76,20,3,12,80,47,0,152,7,0.288,528,0.351,0.405,0.756,6,19,.760,.240,4,2311,594,214,63,222,3,5,.317,1.01,4,44.00
2025,"{'id': 158, 'name': 'Milwaukee Brewers', 'link': '/api/v1/teams/158'}","{'id': 668930, 'fullName': 'Brice Turang', 'link': '/api/v1/people/668930', 'firstName': 'Brice', 'lastName': 'Turang'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,17,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2025,25,156,132,141,97,28,2,18,150,66,1,168,2,0.288,584,0.359,0.435,0.794,8,24,.750,.250,3,2772,659,254,81,214,2,5,.356,0.94,0,32.44
2025,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 680977, 'fullName': 'Brendan Donovan', 'link': '/api/v1/people/680977', 'firstName': 'Brendan', 'lastName': 'Donovan'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,18,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2025,28,118,131,136,64,32,0,10,67,42,3,132,7,0.287,460,0.353,0.422,0.775,3,3,.500,.500,4,1923,515,194,50,162,2,4,.315,0.96,0,46.00
2025,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 664761, 'fullName': 'Alec Bohm', 'link': '/api/v1/people/664761', 'firstName': 'Alec', 'lastName': 'Bohm'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,19,"{'code': '5', 'name': 'Third Base', 'type': 'Infielder', 'abbreviation': '3B'}",2025,28,120,140,115,53,18,3,11,82,29,0,133,5,0.287,464,0.331,0.409,0.74,0,2,1.000,.000,16,1801,504,190,59,198,0,6,.324,1.22,0,42.18
2025,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 672580, 'fullName': 'Maikel Garcia', 'link': '/api/v1/people/672580', 'firstName': 'Maikel', 'lastName': 'Garcia'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,20,"{'code': '5', 'name': 'Third Base', 'type': 'Infielder', 'abbreviation': '3B'}",2025,25,160,168,181,81,39,5,16,84,62,0,170,1,0.286,595,0.351,0.449,0.8,9,23,.719,.281,14,2519,666,267,74,247,3,5,.308,0.93,0,37.19
2025,"{'id': 146, 'name': 'Miami Marlins', 'link': '/api/v1/teams/146'}","{'id': 669364, 'fullName': 'Xavier Edwards', 'link': '/api/v1/people/669364', 'firstName': 'Xavier', 'lastName': 'Edwards'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,21,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2025,25,139,164,156,75,20,5,3,88,49,2,159,3,0.283,561,0.343,0.353,0.696,7,27,.794,.206,6,2250,619,198,43,157,3,3,.330,1.05,0,187.00
2025,"{'id': 109, 'name': 'Arizona Diamondbacks', 'link': '/api/v1/teams/109'}","{'id': 606466, 'fullName': 'Ketel Marte', 'link': '/api/v1/people/606466', 'firstName': 'Ketel', 'lastName': 'Marte'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,22,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2025,31,126,129,135,87,28,0,28,83,64,6,136,9,0.283,480,0.376,0.517,0.893,2,4,.667,.333,12,2095,556,248,72,203,0,3,.290,0.96,0,17.14
2025,"{'id': 114, 'name': 'Cleveland Guardians', 'link': '/api/v1/teams/114'}","{'id': 608070, 'fullName': 'José Ramírez', 'link': '/api/v1/people/608070', 'firstName': 'José', 'lastName': 'Ramírez'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,23,"{'code': '5', 'name': 'Third Base', 'type': 'Infielder', 'abbreviation': '3B'}",2025,32,158,135,222,103,34,3,30,74,66,22,168,8,0.283,593,0.36,0.503,0.863,7,44,.863,.137,9,2666,673,298,85,210,0,5,.279,0.61,0,19.77
2025,"{'id': 141, 'name': 'Toronto Blue Jays', 'link': '/api/v1/teams/141'}","{'id': 672386, 'fullName': 'Alejandro Kirk', 'link': '/api/v1/people/672386', 'firstName': 'Alejandro', 'lastName': 'Kirk'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,24,"{'code': '2', 'name': 'Catcher', 'type': 'Catcher', 'abbreviation': 'C'}",2025,26,130,132,139,45,18,0,15,59,48,2,127,1,0.282,451,0.348,0.421,0.769,0,1,1.000,.000,16,1977,506,190,76,206,0,6,.292,0.95,0,30.07
2025,"{'id': 119, 'name': 'Los Angeles Dodgers', 'link': '/api/v1/teams/119'}","{'id': 660271, 'fullName': 'Shohei Ohtani', 'link': '/api/v1/people/660271', 'firstName': 'Shohei', 'lastName': 'Ohtani'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,25,"{'code': '10', 'name': 'Designated Hitter', 'type': 'Hitter', 'abbreviation': 'DH'}",2025,30,158,120,134,146,25,9,55,187,109,20,172,3,0.282,611,0.392,0.622,1.014,6,20,.769,.231,9,2865,727,380,102,188,0,2,.315,0.90,2,11.11
2025,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 656811, 'fullName': ""Ryan O'Hearn"", 'link': '/api/v1/people/656811', 'firstName': 'Ryan', 'lastName': ""O'Hearn""}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",2,26,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2025,31,144,117,119,67,21,1,17,109,58,4,133,8,0.281,474,0.366,0.437,0.803,1,3,.750,.250,11,2173,544,207,63,207,0,4,.330,0.98,0,27.88
2025,"{'id': 115, 'name': 'Colorado Rockies', 'link': '/api/v1/teams/115'}","{'id': 696100, 'fullName': 'Hunter Goodman', 'link': '/api/v1/people/696100', 'firstName': 'Hunter', 'lastName': 'Goodman'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,27,"{'code': '2', 'name': 'Catcher', 'type': 'Catcher', 'abbreviation': 'C'}",2025,25,144,100,140,73,28,5,31,152,33,0,150,4,0.278,540,0.323,0.52,0.843,2,1,.333,.667,16,2149,579,281,91,205,0,2,.331,0.71,0,17.42
