season,team,player,league,sport,numTeams,rank,position,year,age,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies
2024,"{'id': 108, 'name': 'Los Angeles Angels', 'link': '/api/v1/teams/108'}","{'id': 542881, 'fullName': 'Tyler Anderson', 'link': '/api/v1/people/542881', 'firstName': 'Tyler', 'lastName': 'Anderson'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,35,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,34,31,31,163,222,83,32,3,24,142,73,2,158,7,.232,681,.311,.394,.705,3,15,.833,.167,6,2914,3.81,179.1,10,15,0,0,0,0,76,1.29,765,538,31,0,0,1863,.640,7,1,3,0,268,0.73,.400,16.25,0,1.95,7.13,3.66,7.93,4.17,1.20,0,0,0,0,4
2024,"{'id': 141, 'name': 'Toronto Blue Jays', 'link': '/api/v1/teams/141'}","{'id': 592332, 'fullName': 'Kevin Gausman', 'link': '/api/v1/people/592332', 'firstName': 'Kevin', 'lastName': 'Gausman'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,36,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,33,31,31,155,215,86,41,3,20,162,56,0,165,2,.238,693,.296,.392,.688,4,20,.833,.167,10,2958,3.83,181.0,14,11,0,0,0,0,77,1.22,756,543,31,2,1,1926,.650,2,2,3,2,272,0.72,.560,16.34,0,2.89,8.06,2.78,8.20,4.28,0.99,0,0,1,1,3
2024,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 543243, 'fullName': 'Sonny Gray', 'link': '/api/v1/people/543243', 'firstName': 'Sonny', 'lastName': 'Gray'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,37,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,34,28,28,147,136,79,33,6,21,203,39,0,142,3,.228,623,.275,.401,.676,5,25,.833,.167,13,2483,3.84,166.1,13,9,0,0,0,0,71,1.09,671,499,28,0,0,1650,.660,3,1,7,1,250,1.08,.591,14.93,0,5.21,10.98,2.11,7.68,4.27,1.14,0,0,1,2,3
2024,"{'id': 120, 'name': 'Washington Nationals', 'link': '/api/v1/teams/120'}","{'id': 669022, 'fullName': 'MacKenzie Gore', 'link': '/api/v1/people/669022', 'firstName': 'MacKenzie', 'lastName': 'Gore'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,38,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,25,32,32,142,160,93,36,3,15,181,65,0,171,11,.263,649,.339,.398,.737,2,26,.929,.071,21,2994,3.90,166.1,10,12,0,0,0,0,72,1.42,731,499,32,0,0,1919,.640,11,0,14,0,258,0.89,.455,18.00,0,2.78,9.79,3.52,9.25,5.03,0.81,0,0,1,1,4
2024,"{'id': 121, 'name': 'New York Mets', 'link': '/api/v1/teams/121'}","{'id': 622663, 'fullName': 'Luis Severino', 'link': '/api/v1/people/622663', 'firstName': 'Luis', 'lastName': 'Severino'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,39,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,30,31,31,186,175,86,23,2,23,161,60,0,166,11,.243,684,.313,.383,.696,5,15,.750,.250,15,2890,3.91,182.0,11,7,0,0,0,0,79,1.24,761,546,31,1,1,1884,.650,11,2,6,2,262,1.06,.611,15.88,0,2.68,7.96,2.97,8.21,4.25,1.14,0,0,2,3,1
2024,"{'id': 147, 'name': 'New York Yankees', 'link': '/api/v1/teams/147'}","{'id': 607074, 'fullName': 'Carlos Rodón', 'link': '/api/v1/people/607074', 'firstName': 'Carlos', 'lastName': 'Rodón'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,40,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,31,32,32,117,200,81,32,4,31,195,57,0,157,10,.235,667,.304,.435,.739,4,21,.840,.160,8,3102,3.96,175.0,16,9,0,0,0,0,77,1.22,736,525,32,0,0,1980,.640,10,2,3,1,290,0.59,.640,17.73,0,3.42,10.03,2.93,8.07,4.17,1.59,0,0,0,0,2
2024,"{'id': 142, 'name': 'Minnesota Twins', 'link': '/api/v1/teams/142'}","{'id': 641927, 'fullName': 'Bailey Ober', 'link': '/api/v1/people/641927', 'firstName': 'Bailey', 'lastName': 'Ober'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,41,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,28,31,31,126,207,81,29,5,27,191,43,0,136,6,.208,655,.261,.391,.652,2,3,.600,.400,9,2696,3.98,178.2,12,9,0,0,0,0,79,1.00,709,536,31,1,0,1821,.680,6,0,1,1,256,0.61,.571,15.09,0,4.44,9.62,2.17,6.85,4.08,1.36,0,0,0,1,4
2024,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 579328, 'fullName': 'Yusei Kikuchi', 'link': '/api/v1/people/579328', 'firstName': 'Yusei', 'lastName': 'Kikuchi'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",2,42,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,33,32,32,141,176,85,23,1,25,206,44,0,167,2,.245,683,.291,.391,.682,4,8,.667,.333,7,2923,4.05,175.2,9,10,0,0,0,0,79,1.20,736,527,32,0,0,1909,.650,2,0,4,0,267,0.80,.474,16.64,0,4.68,10.55,2.25,8.56,4.35,1.28,0,0,0,4,3
2024,"{'id': 142, 'name': 'Minnesota Twins', 'link': '/api/v1/teams/142'}","{'id': 641154, 'fullName': 'Pablo López', 'link': '/api/v1/people/641154', 'firstName': 'Pablo', 'lastName': 'López'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,43,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,28,32,32,166,177,90,33,0,26,198,41,0,180,8,.252,715,.298,.407,.705,1,11,.917,.083,11,2986,4.08,185.1,15,10,0,0,0,0,84,1.19,772,556,32,0,0,1991,.670,8,0,3,0,291,0.94,.600,16.11,0,4.83,9.62,1.99,8.74,4.37,1.26,0,0,2,2,4
2024,"{'id': 141, 'name': 'Toronto Blue Jays', 'link': '/api/v1/teams/141'}","{'id': 605135, 'fullName': 'Chris Bassitt', 'link': '/api/v1/people/605135', 'firstName': 'Chris', 'lastName': 'Bassitt'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,44,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,35,31,31,143,181,91,29,1,18,168,70,2,180,16,.270,667,.352,.397,.749,9,14,.609,.391,14,2959,4.16,171.0,10,14,0,0,0,0,79,1.46,758,513,31,0,0,1881,.640,16,2,2,1,265,0.79,.417,17.30,0,2.40,8.84,3.68,9.47,4.79,0.95,0,0,0,2,3
2024,"{'id': 144, 'name': 'Atlanta Braves', 'link': '/api/v1/teams/144'}","{'id': 450203, 'fullName': 'Charlie Morton', 'link': '/api/v1/people/450203', 'firstName': 'Charlie', 'lastName': 'Morton'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,45,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,40,30,30,167,130,85,35,2,23,167,65,1,154,18,.251,613,.339,.427,.766,7,12,.632,.368,20,2791,4.19,165.1,8,10,0,0,0,0,77,1.32,701,496,30,0,0,1764,.630,18,1,2,6,262,1.28,.444,16.88,0,2.57,9.09,3.54,8.38,4.63,1.25,0,0,0,1,4
2024,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 502043, 'fullName': 'Kyle Gibson', 'link': '/api/v1/people/502043', 'firstName': 'Kyle', 'lastName': 'Gibson'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,46,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,36,30,30,172,166,91,30,4,23,151,68,1,161,4,.251,641,.324,.418,.742,1,8,.889,.111,21,2764,4.24,169.2,8,8,0,0,0,0,80,1.35,722,509,30,0,0,1651,.600,4,0,5,0,268,1.04,.500,16.29,0,2.22,8.01,3.61,8.54,4.83,1.22,0,0,0,3,6
2024,"{'id': 134, 'name': 'Pittsburgh Pirates', 'link': '/api/v1/teams/134'}","{'id': 656605, 'fullName': 'Mitch Keller', 'link': '/api/v1/people/656605', 'firstName': 'Mitch', 'lastName': 'Keller'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,47,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,28,31,31,168,190,90,38,11,23,166,50,0,182,15,.261,697,.321,.446,.767,1,33,.971,.029,11,2851,4.25,178.0,11,12,0,0,0,0,84,1.30,773,534,31,1,0,1889,.660,15,2,1,0,311,0.88,.478,16.02,0,3.32,8.39,2.53,9.20,4.55,1.16,0,0,2,1,8
2024,"{'id': 158, 'name': 'Milwaukee Brewers', 'link': '/api/v1/teams/158'}","{'id': 607067, 'fullName': 'Colin Rea', 'link': '/api/v1/people/607067', 'firstName': 'Colin', 'lastName': 'Rea'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,48,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,33,32,27,161,196,83,33,2,29,135,43,1,169,10,.258,656,.311,.447,.758,2,16,.889,.111,13,2650,4.29,167.2,12,6,1,1,1,0,80,1.26,714,503,32,0,0,1725,.650,10,0,2,2,293,0.82,.667,15.81,1,3.14,7.25,2.31,9.07,4.46,1.56,2,1,0,1,4
2024,"{'id': 111, 'name': 'Boston Red Sox', 'link': '/api/v1/teams/111'}","{'id': 676710, 'fullName': 'Kutter Crawford', 'link': '/api/v1/people/676710', 'firstName': 'Kutter', 'lastName': 'Crawford'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,49,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,28,33,33,140,229,97,30,2,34,175,51,0,155,9,.223,695,.284,.419,.703,3,7,.700,.300,9,2823,4.36,183.2,9,16,0,0,0,0,89,1.12,759,551,33,0,0,1912,.680,9,0,4,0,291,0.61,.360,15.37,0,3.43,8.58,2.50,7.60,4.75,1.67,0,0,0,1,3
2024,"{'id': 133, 'name': 'Oakland Athletics', 'link': '/api/v1/teams/133'}","{'id': 676664, 'fullName': 'JP Sears', 'link': '/api/v1/people/676664', 'firstName': 'JP', 'lastName': 'Sears'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,50,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,28,32,32,153,232,93,39,3,28,137,49,0,172,14,.251,685,.311,.439,.750,4,23,.852,.148,15,2857,4.38,180.2,11,13,0,0,0,0,88,1.22,758,542,32,0,0,1865,.650,14,1,0,1,301,0.66,.458,15.81,0,2.80,6.82,2.44,8.57,4.63,1.39,0,0,1,2,7
2025,"{'id': 134, 'name': 'Pittsburgh Pirates', 'link': '/api/v1/teams/134'}","{'id': 694973, 'fullName': 'Paul Skenes', 'link': '/api/v1/people/694973', 'firstName': 'Paul', 'lastName': 'Skenes'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,1,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,23,32,32,167,166,45,37,2,11,216,42,0,136,6,.199,684,.251,.307,.558,2,4,.667,.333,13,2997,1.97,187.2,10,10,0,0,0,0,41,0.95,733,563,32,1,0,1952,.650,6,0,2,1,210,1.01,.500,15.97,0,5.14,10.36,2.01,6.52,2.16,0.53,0,0,0,0,1
2025,"{'id': 116, 'name': 'Detroit Tigers', 'link': '/api/v1/teams/116'}","{'id': 669373, 'fullName': 'Tarik Skubal', 'link': '/api/v1/people/669373', 'firstName': 'Tarik', 'lastName': 'Skubal'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,2,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,28,31,31,160,168,55,26,2,18,241,33,0,141,5,.200,706,.240,.319,.559,4,3,.429,.571,10,2849,2.21,195.1,13,6,0,0,0,0,48,0.89,748,586,31,1,1,2003,.700,5,2,3,1,225,0.95,.684,14.59,0,7.30,11.10,1.52,6.50,2.53,0.83,0,0,0,2,2
2025,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 686613, 'fullName': 'Hunter Brown', 'link': '/api/v1/people/686613', 'firstName': 'Hunter', 'lastName': 'Brown'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,3,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,26,31,31,178,148,55,20,3,17,206,57,1,133,7,.201,661,.271,.318,.589,8,20,.714,.286,18,2962,2.43,185.1,12,9,0,0,0,0,50,1.03,729,556,31,1,0,1830,.620,7,1,0,1,210,1.20,.571,15.98,0,3.61,10.00,2.77,6.46,2.67,0.83,0,0,0,2,2
2025,"{'id': 119, 'name': 'Los Angeles Dodgers', 'link': '/api/v1/teams/119'}","{'id': 808967, 'fullName': 'Yoshinobu Yamamoto', 'link': '/api/v1/people/808967', 'firstName': 'Yoshinobu', 'lastName': 'Yamamoto'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,4,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,26,30,30,181,127,53,20,0,14,201,59,0,113,3,.183,619,.257,.283,.540,5,7,.583,.417,9,2789,2.49,173.2,12,8,0,0,0,0,48,0.99,684,521,30,0,0,1787,.640,3,0,5,0,175,1.43,.600,16.06,0,3.41,10.42,3.06,5.86,2.75,0.73,0,0,0,2,1
2025,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 650911, 'fullName': 'Cristopher Sánchez', 'link': '/api/v1/people/650911', 'firstName': 'Cristopher', 'lastName': 'Sánchez'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,5,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,28,32,32,243,131,58,35,0,12,212,44,0,171,6,.227,754,.275,.321,.596,4,10,.714,.286,20,2896,2.50,202.0,13,5,0,0,0,0,56,1.06,807,606,32,1,0,1940,.670,6,1,6,0,242,1.85,.722,14.34,0,4.82,9.45,1.96,7.62,2.58,0.53,0,0,0,2,1
2025,"{'id': 111, 'name': 'Boston Red Sox', 'link': '/api/v1/teams/111'}","{'id': 676979, 'fullName': 'Garrett Crochet', 'link': '/api/v1/people/676979', 'firstName': 'Garrett', 'lastName': 'Crochet'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,6,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,26,32,32,181,163,62,28,2,24,255,46,0,165,3,.217,762,.264,.353,.617,7,13,.650,.350,10,3151,2.59,205.1,18,5,0,0,0,0,59,1.03,814,616,32,1,1,2114,.670,3,3,7,0,269,1.11,.783,15.35,0,5.54,11.18,2.02,7.23,2.72,1.05,0,0,1,1,1
2025,"{'id': 158, 'name': 'Milwaukee Brewers', 'link': '/api/v1/teams/158'}","{'id': 642547, 'fullName': 'Freddy Peralta', 'link': '/api/v1/people/642547', 'firstName': 'Freddy', 'lastName': 'Peralta'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,7,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,29,33,33,133,186,54,23,0,21,204,66,0,124,9,.193,643,.277,.327,.604,1,12,.923,.077,8,3086,2.70,176.2,17,6,0,0,0,0,53,1.08,723,530,33,0,0,1902,.620,9,2,4,0,210,0.72,.739,17.47,0,3.09,10.39,3.36,6.32,2.75,1.07,0,0,1,3,1
2025,"{'id': 147, 'name': 'New York Yankees', 'link': '/api/v1/teams/147'}","{'id': 608331, 'fullName': 'Max Fried', 'link': '/api/v1/people/608331', 'firstName': 'Max', 'lastName': 'Fried'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,8,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,31,32,32,226,161,73,26,7,14,189,51,0,164,10,.223,737,.281,.334,.615,5,6,.545,.455,12,3109,2.86,195.1,19,5,0,0,0,0,62,1.10,801,586,32,0,0,1974,.630,10,1,8,7,246,1.40,.792,15.92,0,3.71,8.71,2.35,7.56,3.36,0.65,0,0,0,1,2
2025,"{'id': 113, 'name': 'Cincinnati Reds', 'link': '/api/v1/teams/113'}","{'id': 671096, 'fullName': 'Andrew Abbott', 'link': '/api/v1/people/671096', 'firstName': 'Andrew', 'lastName': 'Abbott'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,9,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,26,29,29,112,229,60,29,1,19,149,43,0,148,3,.235,631,.285,.374,.659,1,12,.923,.077,10,2677,2.87,166.1,10,7,0,0,0,0,53,1.15,684,499,29,1,1,1773,.660,3,0,4,2,236,0.49,.588,16.09,0,3.47,8.06,2.33,8.01,3.25,1.03,0,0,0,3,4
2025,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 601713, 'fullName': 'Nick Pivetta', 'link': '/api/v1/people/601713', 'firstName': 'Nick', 'lastName': 'Pivetta'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,10,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,32,31,31,136,213,63,19,2,22,190,50,1,129,3,.195,660,.253,.330,.583,3,9,.750,.250,6,2851,2.87,181.2,13,5,0,0,0,0,58,0.99,721,545,31,0,0,1876,.660,3,0,1,2,218,0.64,.722,15.69,0,3.80,9.41,2.48,6.39,3.12,1.09,0,0,0,2,6
2025,"{'id': 136, 'name': 'Seattle Mariners', 'link': '/api/v1/teams/136'}","{'id': 693433, 'fullName': 'Bryan Woo', 'link': '/api/v1/people/693433', 'firstName': 'Bryan', 'lastName': 'Woo'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,11,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,25,30,30,165,191,64,25,1,26,198,36,0,137,4,.200,685,.243,.353,.596,1,4,.800,.200,10,2714,2.94,186.2,15,7,0,0,0,0,61,0.93,731,560,30,0,0,1837,.680,4,0,3,0,242,0.86,.682,14.54,0,5.50,9.55,1.74,6.61,3.09,1.25,0,0,0,3,3
2025,"{'id': 140, 'name': 'Texas Rangers', 'link': '/api/v1/teams/140'}","{'id': 594798, 'fullName': 'Jacob deGrom', 'link': '/api/v1/people/594798', 'firstName': 'Jacob', 'lastName': 'deGrom'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,12,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,37,30,30,138,184,57,19,1,26,185,37,0,122,3,.196,624,.242,.354,.596,6,11,.647,.353,4,2614,2.97,172.2,12,8,0,0,0,0,57,0.92,669,518,30,0,0,1734,.660,3,0,3,0,221,0.75,.600,15.14,0,5.00,9.64,1.93,6.36,2.97,1.36,0,0,0,0,5
2025,"{'id': 114, 'name': 'Cleveland Guardians', 'link': '/api/v1/teams/114'}","{'id': 668909, 'fullName': 'Gavin Williams', 'link': '/api/v1/people/668909', 'firstName': 'Gavin', 'lastName': 'Williams'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,13,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,25,31,31,162,153,62,23,1,23,173,83,0,130,3,.211,615,.307,.364,.671,6,7,.538,.462,8,2925,3.06,167.2,12,5,0,0,0,0,57,1.27,704,503,31,0,0,1802,.620,3,1,9,3,224,1.06,.706,17.45,0,2.08,9.29,4.46,6.98,3.33,1.23,0,0,0,1,2
2025,"{'id': 147, 'name': 'New York Yankees', 'link': '/api/v1/teams/147'}","{'id': 607074, 'fullName': 'Carlos Rodón', 'link': '/api/v1/people/607074', 'firstName': 'Carlos', 'lastName': 'Rodón'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,14,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,32,33,33,177,195,74,27,0,22,203,73,0,132,9,.188,701,.272,.321,.593,3,17,.850,.150,12,3212,3.09,195.1,18,9,0,0,0,0,67,1.05,789,586,33,0,0,2010,.630,9,0,4,1,225,0.91,.667,16.44,0,2.78,9.35,3.36,6.08,3.41,1.01,0,0,0,3,3
2025,"{'id': 112, 'name': 'Chicago Cubs', 'link': '/api/v1/teams/112'}","{'id': 571510, 'fullName': 'Matthew Boyd', 'link': '/api/v1/people/571510', 'firstName': 'Matthew', 'lastName': 'Boyd'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,15,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,34,31,31,144,215,69,25,3,19,154,42,0,154,9,.235,656,.288,.369,.657,3,5,.625,.375,15,2746,3.21,179.2,14,8,0,0,0,0,64,1.09,718,539,31,0,0,1843,.670,9,0,2,11,242,0.67,.636,15.28,0,3.67,7.71,2.10,7.71,3.46,0.95,0,0,0,5,6
2025,"{'id': 137, 'name': 'San Francisco Giants', 'link': '/api/v1/teams/137'}","{'id': 657277, 'fullName': 'Logan Webb', 'link': '/api/v1/people/657277', 'firstName': 'Logan', 'lastName': 'Webb'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,16,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,28,34,34,240,129,82,49,3,14,224,46,0,210,6,.264,795,.308,.386,.694,7,9,.563,.438,22,3282,3.22,207.0,15,11,0,0,0,0,74,1.24,856,621,34,0,0,2165,.660,6,0,2,2,307,1.86,.577,15.86,0,4.87,9.74,2.00,9.13,3.57,0.61,0,0,1,4,4
2025,"{'id': 111, 'name': 'Boston Red Sox', 'link': '/api/v1/teams/111'}","{'id': 678394, 'fullName': 'Brayan Bello', 'link': '/api/v1/people/678394', 'firstName': 'Brayan', 'lastName': 'Bello'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,17,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,26,29,28,199,158,71,23,1,16,124,59,0,147,13,.237,620,.314,.355,.669,6,16,.727,.273,17,2697,3.35,166.2,11,9,0,0,0,0,62,1.24,700,500,29,1,0,1675,.620,13,0,5,1,220,1.26,.550,16.18,0,2.10,6.70,3.19,7.94,3.83,0.86,0,0,0,2,6
2025,"{'id': 142, 'name': 'Minnesota Twins', 'link': '/api/v1/teams/142'}","{'id': 657746, 'fullName': 'Joe Ryan', 'link': '/api/v1/people/657746', 'firstName': 'Joe', 'lastName': 'Ryan'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,18,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2025,29,31,30,117,189,69,32,0,26,194,39,0,138,12,.218,633,.275,.392,.667,11,21,.656,.344,6,2795,3.42,171.0,13,10,0,0,0,0,65,1.04,689,513,31,0,0,1832,.660,12,2,0,1,248,0.62,.565,16.35,0,4.97,10.21,2.05,7.26,3.63,1.37,0,0,0,1,4
